premise,layer,head,factual%,cf%,delta
redefine,3,6,75.2,24.8,1.041416077017784
redefine,3,7,76.6,23.4,1.1079487643241883
redefine,3,8,76.2,23.8,1.1011985739469528
redefine,3,9,77.0,23.0,1.1234881687164306
redefine,3,10,77.0,23.0,1.1316819381713867
redefine,3,11,74.6,25.4,0.9891667410135269
redefine,4,0,75.8,24.2,1.0393279201984404
redefine,4,1,75.4,24.6,1.0763379888534546
redefine,4,2,77.0,23.0,1.1485545072555543
redefine,4,3,76.4,23.6,1.1127802724838256
redefine,4,4,76.4,23.6,1.1124143065214158
redefine,4,5,76.6,23.4,1.0779405938386917
redefine,4,6,78.4,21.6,1.196042510509491
redefine,4,7,78.0,22.0,1.123779112815857
redefine,4,8,77.8,22.2,1.1393802816867828
redefine,4,9,75.0,25.0,1.0216351166963578
redefine,4,10,77.2,22.8,1.1348546197414398
redefine,4,11,77.0,23.0,1.1443704847097398
redefine,5,0,76.4,23.6,1.0672357783317565
redefine,5,1,77.2,22.8,1.1708193008899688
redefine,5,2,76.0,24.0,1.0829362322092055
redefine,5,3,76.0,24.0,1.0819518278837204
redefine,5,4,76.6,23.4,1.1407996644973755
redefine,5,5,77.0,23.0,1.0804601867198944
redefine,5,6,78.0,22.0,1.133448042154312
redefine,5,7,76.6,23.4,1.0945015749931335
redefine,5,8,77.8,22.2,1.1796179926395416
redefine,5,9,76.6,23.4,1.0991876850128173
redefine,5,10,77.8,22.2,1.1559481840133667
redefine,5,11,74.8,25.2,1.0239833406209946
redefine,6,0,76.8,23.2,1.1211212066411973
redefine,6,1,77.8,22.2,1.1740335590839386
redefine,6,2,78.0,22.0,1.1576335275173186
redefine,6,3,76.0,24.0,1.0998293304443358
redefine,6,4,76.0,24.0,1.0637533900737763
redefine,6,5,77.2,22.8,1.1288964146375655
redefine,6,6,78.2,21.8,1.1488358216285706
redefine,6,7,76.8,23.2,1.1313537032604217
redefine,6,8,79.2,20.8,1.1792683786153793
redefine,6,9,76.8,23.2,1.1322406368255615
redefine,6,10,75.6,24.4,1.0508339068889618
redefine,6,11,78.0,22.0,1.1547927778959275
redefine,7,0,77.8,22.2,1.1679782696962357
redefine,7,1,76.2,23.8,1.078133261203766
redefine,7,2,77.4,22.6,1.133254585623741
redefine,7,3,77.4,22.6,1.191489004611969
redefine,7,4,76.6,23.4,1.096701006770134
redefine,7,5,77.0,23.0,1.1044939851760864
redefine,7,6,77.8,22.2,1.1555819046497344
redefine,7,7,77.0,23.0,1.130007457613945
redefine,7,8,77.2,22.8,1.1303995803594589
redefine,7,9,77.6,22.4,1.1477420791387558
redefine,7,10,76.8,23.2,1.1333765254020691
redefine,7,11,75.4,24.6,1.0377274482250214
redefine,8,0,76.0,24.0,1.0504465984106064
redefine,8,1,76.6,23.4,1.1393627072572707
redefine,8,2,74.6,25.4,1.042880228638649
redefine,8,3,76.2,23.8,1.0502598665952683
redefine,8,4,76.4,23.6,1.1220846858024598
redefine,8,5,78.0,22.0,1.212407964348793
redefine,8,6,77.0,23.0,1.121855529665947
redefine,8,7,75.8,24.2,1.1472371326684951
redefine,8,8,77.8,22.2,1.0955866304636002
redefine,8,9,75.4,24.6,1.0551460208892822
redefine,8,10,77.2,22.8,1.1760779764652252
redefine,8,11,75.2,24.8,0.9961041938066483
redefine,9,0,76.8,23.2,1.1105436749458313
redefine,9,1,77.8,22.2,1.1662108874320984
redefine,9,2,76.4,23.6,1.1379516307115556
redefine,9,3,76.4,23.6,1.1049841877222062
redefine,9,4,77.0,23.0,1.144804316163063
redefine,9,5,76.8,23.2,1.1291385917663574
redefine,9,6,77.0,23.0,1.1622472276687623
redefine,9,7,76.8,23.2,1.141252060174942
redefine,9,8,77.0,23.0,1.10723670566082
redefine,9,9,76.2,23.8,1.1097153598070144
redefine,9,10,77.4,22.6,1.1733668677806854
redefine,9,11,76.0,24.0,1.0796156774759293
redefine,10,0,76.8,23.2,1.06289925968647
redefine,10,1,76.8,23.2,1.080830465555191
redefine,10,2,77.2,22.8,1.1163807892799378
redefine,10,3,76.4,23.6,1.068697271823883
redefine,10,4,78.6,21.4,1.1485568059682847
redefine,10,5,76.6,23.4,1.0864412961006165
redefine,10,6,77.8,22.2,1.1358703448772431
redefine,10,7,76.4,23.6,1.0957318884134293
redefine,10,8,78.2,21.8,1.0906641515493394
redefine,10,9,77.0,23.0,1.0752282277345657
redefine,10,10,77.6,22.4,1.1380142005681992
redefine,10,11,75.2,24.8,1.0828936203718185
redefine,11,0,76.4,23.6,1.1063266971111299
redefine,11,1,76.8,23.2,1.131040975689888
redefine,11,2,76.2,23.8,1.0947221398353577
redefine,11,3,78.4,21.6,1.107922422170639
redefine,11,4,77.2,22.8,1.1173264753818513
redefine,11,5,76.4,23.6,1.0976555788516997
redefine,11,6,77.6,22.4,1.1248722183704376
redefine,11,7,76.4,23.6,1.0946972522735596
redefine,11,8,76.8,23.2,1.1132409522533417
redefine,11,9,77.2,22.8,1.111595909833908
redefine,11,10,76.8,23.2,1.1131356594562531
redefine,11,11,76.2,23.8,1.114008950471878
define,0,0,76.6,23.4,1.1300364710092545
define,0,1,74.4,25.6,1.029128094792366
define,0,2,76.6,23.4,1.189999688386917
define,0,3,75.8,24.2,1.1380619217157364
define,0,4,75.6,24.4,1.078894137263298
define,0,5,75.8,24.2,1.141192092180252
define,0,6,76.4,23.6,1.1552649408578872
define,0,7,77.2,22.8,1.188833575129509
define,0,8,76.4,23.6,1.1205049341917037
define,0,9,77.8,22.2,1.1963004199266434
define,0,10,76.6,23.4,1.1949611723423004
define,0,11,75.8,24.2,1.0935121042728424
define,1,0,76.8,23.2,1.1701198431253432
define,1,1,76.2,23.8,1.1614729409217834
define,1,2,75.6,24.4,1.1114930185079575
define,1,3,75.6,24.4,1.0951415770053863
define,1,4,76.4,23.6,1.139595818400383
define,1,5,76.0,24.0,1.1251301777362823
define,1,6,75.6,24.4,1.1175159578323364
define,1,7,76.0,24.0,1.08699838078022
define,1,8,76.2,23.8,1.1407499935626984
define,1,9,76.4,23.6,1.1425519107580184
define,1,10,76.2,23.8,1.1444820657968522
define,1,11,75.2,24.8,1.0903940591812133
define,2,0,77.0,23.0,1.1378978632688523
define,2,1,76.2,23.8,1.1485211865901948
define,2,2,76.0,24.0,1.1123208572864534
define,2,3,75.8,24.2,1.1138255985975265
define,2,4,74.8,25.2,1.0585635495185852
define,2,5,76.0,24.0,1.081254442691803
define,2,6,75.4,24.6,1.1145231120586396
define,2,7,75.6,24.4,1.0740862208604813
define,2,8,74.8,25.2,1.0752252309322357
define,2,9,76.4,23.6,1.1328502720594407
define,2,10,76.4,23.6,1.1039053186178207
define,2,11,75.6,24.4,1.0630938830375671
define,3,0,76.0,24.0,1.109672950387001
define,3,1,76.2,23.8,1.1073129353523254
define,3,2,76.2,23.8,1.1120569661855697
define,3,3,77.6,22.4,1.1778164315223694
define,3,4,76.0,24.0,1.096428484916687
define,3,5,76.6,23.4,1.1712464352846146
define,3,6,74.6,25.4,1.0569308760166167
define,3,7,76.4,23.6,1.1142675634622574
define,3,8,75.4,24.6,1.110382921934128
define,3,9,76.4,23.6,1.1312488243579863
define,3,10,76.8,23.2,1.1599155592918395
define,3,11,74.6,25.4,1.009094278216362
define,4,0,75.6,24.4,1.04046153485775
define,4,1,75.4,24.6,1.076504571199417
define,4,2,76.8,23.2,1.1553403589725495
define,4,3,75.8,24.2,1.120476817369461
define,4,4,77.0,23.0,1.1197893644571304
define,4,5,75.6,24.4,1.082022644162178
define,4,6,77.2,22.8,1.2026542720794677
define,4,7,76.8,23.2,1.1255013253688813
define,4,8,77.0,23.0,1.1440076106786727
define,4,9,75.0,25.0,1.0322716108560561
define,4,10,76.6,23.4,1.1471604770421981
define,4,11,76.0,24.0,1.1548316239118577
define,5,0,75.6,24.4,1.0809045226573943
define,5,1,76.2,23.8,1.1827791080474854
define,5,2,76.2,23.8,1.0914052699804306
define,5,3,76.0,24.0,1.095004413127899
define,5,4,76.6,23.4,1.1595413517951965
define,5,5,76.4,23.6,1.0976270315647125
define,5,6,77.2,22.8,1.1438051089048387
define,5,7,75.6,24.4,1.102189998626709
define,5,8,77.0,23.0,1.1847742345333099
define,5,9,76.2,23.8,1.1177172341346742
define,5,10,76.8,23.2,1.176091688990593
define,5,11,75.0,25.0,1.0351943275928497
define,6,0,76.2,23.8,1.1276293259859085
define,6,1,77.2,22.8,1.1889984039068222
define,6,2,77.2,22.8,1.1687667096853256
define,6,3,75.6,24.4,1.1089423608779907
define,6,4,75.4,24.6,1.079369813323021
define,6,5,76.6,23.4,1.1443281111717225
define,6,6,77.2,22.8,1.1577209529876709
define,6,7,76.2,23.8,1.1421268373727798
define,6,8,78.0,22.0,1.1906193990707397
define,6,9,76.4,23.6,1.1417399746179582
define,6,10,75.4,24.6,1.067151493549347
define,6,11,76.2,23.8,1.1684086809158325
define,7,0,76.6,23.4,1.1754917932748794
define,7,1,75.6,24.4,1.086421719431877
define,7,2,77.0,23.0,1.1473687479496002
define,7,3,77.6,22.4,1.2058407794237136
define,7,4,75.8,24.2,1.1076851423978806
define,7,5,76.4,23.6,1.1141388694047927
define,7,6,77.4,22.6,1.1609590406417847
define,7,7,76.4,23.6,1.1402414383888244
define,7,8,77.4,22.6,1.1473344019651412
define,7,9,76.4,23.6,1.1583251972198487
define,7,10,76.4,23.6,1.1486827318668364
define,7,11,75.6,24.4,1.0560792949199675
define,8,0,75.6,24.4,1.0650362870693206
define,8,1,76.6,23.4,1.1523825281858444
define,8,2,74.8,25.2,1.053980260372162
define,8,3,75.6,24.4,1.0651262265443802
define,8,4,75.6,24.4,1.1384978078603745
define,8,5,77.6,22.4,1.2232749956846236
define,8,6,76.8,23.2,1.1324544036388398
define,8,7,76.4,23.6,1.1558510776758193
define,8,8,76.4,23.6,1.1054234169721604
define,8,9,75.6,24.4,1.0806336649656296
define,8,10,77.0,23.0,1.1927776468992233
define,8,11,75.0,25.0,1.011972312450409
define,9,0,76.0,24.0,1.1201901199817657
define,9,1,76.6,23.4,1.1732957648038864
define,9,2,76.0,24.0,1.1477059911489487
define,9,3,76.2,23.8,1.1212697361707686
define,9,4,76.6,23.4,1.1528469041585923
define,9,5,76.4,23.6,1.1401053709983826
define,9,6,76.6,23.4,1.176345549106598
define,9,7,76.4,23.6,1.1500457799434662
define,9,8,76.8,23.2,1.1088280057907105
define,9,9,76.2,23.8,1.1234604457616806
define,9,10,77.0,23.0,1.1851452608108521
define,9,11,75.6,24.4,1.0925501824617385
define,10,0,76.0,24.0,1.0740117744207383
define,10,1,76.2,23.8,1.093336718082428
define,10,2,77.2,22.8,1.1278301321268083
define,10,3,75.8,24.2,1.0800835324525833
define,10,4,78.4,21.6,1.161710757613182
define,10,5,76.2,23.8,1.0972823634147644
define,10,6,77.4,22.6,1.1456213756799698
define,10,7,75.8,24.2,1.1055262994766235
define,10,8,78.2,21.8,1.1047610952854157
define,10,9,76.4,23.6,1.0864494460821152
define,10,10,76.6,23.4,1.152681484222412
define,10,11,75.4,24.6,1.098670154929161
define,11,0,76.6,23.4,1.1192398166656494
define,11,1,75.8,24.2,1.1462227839231491
define,11,2,76.4,23.6,1.1104592287540436
define,11,3,77.2,22.8,1.120564723610878
define,11,4,76.8,23.2,1.131163457274437
define,11,5,76.2,23.8,1.1125414447784423
define,11,6,77.2,22.8,1.1354125320911408
define,11,7,75.2,24.8,1.10699014377594
define,11,8,77.2,22.8,1.1256392595767974
define,11,9,76.2,23.8,1.1256951345205306
define,11,10,76.6,23.4,1.1228613728284835
define,11,11,75.8,24.2,1.126270737528801
verify,0,0,75.6,24.4,1.021374969482422
verify,0,1,74.4,25.6,0.9282562998533249
verify,0,2,75.6,24.4,1.0724815386533737
verify,0,3,75.0,25.0,1.0217407315969467
verify,0,4,74.0,26.0,0.9661688829660415
verify,0,5,75.4,24.6,1.0307876329421997
verify,0,6,75.4,24.6,1.0479209008216859
verify,0,7,75.8,24.2,1.0726284303665161
verify,0,8,75.0,25.0,1.003536664366722
verify,0,9,76.4,23.6,1.0732797685861588
verify,0,10,76.2,23.8,1.0774222582578659
verify,0,11,74.6,25.4,0.9874298193454742
verify,1,0,75.4,24.6,1.0666337468624114
verify,1,1,75.4,24.6,1.0498532929420472
verify,1,2,75.2,24.8,1.003304924249649
verify,1,3,74.6,25.4,0.9963743834495544
verify,1,4,75.6,24.4,1.0314899260997772
verify,1,5,75.2,24.8,1.002917926311493
verify,1,6,75.0,25.0,1.0104798891544342
verify,1,7,74.6,25.4,0.974609274148941
verify,1,8,74.8,25.2,1.032789853811264
verify,1,9,75.4,24.6,1.0197086635828019
verify,1,10,75.6,24.4,1.0366525703668594
verify,1,11,75.2,24.8,0.978206132888794
verify,2,0,75.2,24.8,1.032640545129776
verify,2,1,75.4,24.6,1.0400834161043166
verify,2,2,75.2,24.8,0.9958349907398224
verify,2,3,75.2,24.8,1.0018200721740722
verify,2,4,74.0,26.0,0.9492721227407456
verify,2,5,74.6,25.4,0.9678889617919922
verify,2,6,74.6,25.4,1.0029251823425294
verify,2,7,74.2,25.8,0.966055525302887
verify,2,8,74.4,25.6,0.9648842529058457
verify,2,9,75.4,24.6,1.019815264225006
verify,2,10,75.0,25.0,0.9933399941921234
verify,2,11,74.6,25.4,0.9422982943058014
verify,3,0,74.8,25.2,0.9982185826301575
verify,3,1,75.0,25.0,0.9928711817264557
verify,3,2,75.2,24.8,0.9989424920082093
verify,3,3,75.4,24.6,1.055481902718544
verify,3,4,75.0,25.0,0.9977089765071869
verify,3,5,75.4,24.6,1.0632535755634307
verify,3,6,73.6,26.4,0.9527515842914581
verify,3,7,75.4,24.6,1.0211835269927978
verify,3,8,74.4,25.6,1.0186100391149522
verify,3,9,74.8,25.2,1.005553544640541
verify,3,10,75.2,24.8,1.0333800830841064
verify,3,11,73.2,26.8,0.8908133654594421
verify,4,0,74.2,25.8,0.933626459121704
verify,4,1,74.6,25.4,0.9838681523799896
verify,4,2,75.2,24.8,1.0342111140489578
verify,4,3,74.4,25.6,1.0176103672981263
verify,4,4,75.2,24.8,1.006244003534317
verify,4,5,74.8,25.2,0.9697105532884598
verify,4,6,76.4,23.6,1.0911144198179246
verify,4,7,75.6,24.4,1.0190213477611543
verify,4,8,75.8,24.2,1.0445363055467605
verify,4,9,74.2,25.8,0.9143092836141586
verify,4,10,75.0,25.0,1.0290997018814088
verify,4,11,75.4,24.6,1.0357925916910171
verify,5,0,74.6,25.4,0.9674368453025818
verify,5,1,75.6,24.4,1.0660829901695252
verify,5,2,75.0,25.0,0.9974686896800995
verify,5,3,75.0,25.0,0.9822141613960266
verify,5,4,75.6,24.4,1.051130718231201
verify,5,5,75.2,24.8,0.9811093907356262
verify,5,6,75.6,24.4,1.0381903512477875
verify,5,7,75.6,24.4,0.997455753326416
verify,5,8,76.2,23.8,1.0762624825239182
verify,5,9,75.2,24.8,0.9969319844245911
verify,5,10,75.4,24.6,1.0553148012161255
verify,5,11,74.0,26.0,0.9281270473003388
verify,6,0,75.0,25.0,1.0271064541339874
verify,6,1,75.8,24.2,1.0784022932052613
verify,6,2,76.2,23.8,1.06922283577919
verify,6,3,74.6,25.4,0.9960836352109909
verify,6,4,74.6,25.4,0.9675944100618362
verify,6,5,75.6,24.4,1.0212625932693482
verify,6,6,76.4,23.6,1.0480135324001312
verify,6,7,75.4,24.6,1.042724018216133
verify,6,8,76.2,23.8,1.0793077694177629
verify,6,9,74.8,25.2,1.0269292879104615
verify,6,10,74.4,25.6,0.9610043184757233
verify,6,11,76.0,24.0,1.0540787367820739
verify,7,0,75.6,24.4,1.0768523088693618
verify,7,1,74.8,25.2,0.9800947962999343
verify,7,2,75.2,24.8,1.0322193913459778
verify,7,3,75.8,24.2,1.0911040697097778
verify,7,4,75.2,24.8,0.9855342618227005
verify,7,5,75.2,24.8,1.0075333721637725
verify,7,6,76.4,23.6,1.0618873560428619
verify,7,7,75.2,24.8,1.0370933866500855
verify,7,8,76.0,24.0,1.0371293960809707
verify,7,9,74.8,25.2,1.0525416135787964
verify,7,10,75.2,24.8,1.0306963973045349
verify,7,11,74.0,26.0,0.9408526310920715
verify,8,0,74.8,25.2,0.9545005614757538
verify,8,1,75.0,25.0,1.0434828972816468
verify,8,2,73.2,26.8,0.9403523269891739
verify,8,3,74.2,25.8,0.937588896393776
verify,8,4,75.2,24.8,1.0327312817573548
verify,8,5,76.6,23.4,1.1138819959163666
verify,8,6,76.2,23.8,1.0248963114023208
verify,8,7,75.0,25.0,1.0492120430469514
verify,8,8,74.8,25.2,0.9915110607147217
verify,8,9,74.0,26.0,0.9682756441831589
verify,8,10,76.2,23.8,1.0863728009462357
verify,8,11,74.0,26.0,0.9022296946048737
verify,9,0,75.4,24.6,1.0130812529325486
verify,9,1,74.8,25.2,1.0667680659294128
verify,9,2,75.0,25.0,1.0352715332508087
verify,9,3,74.8,25.2,1.013371383547783
verify,9,4,75.2,24.8,1.044183320760727
verify,9,5,75.8,24.2,1.0324905536174773
verify,9,6,76.0,24.0,1.0763053402900695
verify,9,7,75.4,24.6,1.0501724908351897
verify,9,8,75.2,24.8,1.0054236707687378
verify,9,9,75.4,24.6,1.0191369349956512
verify,9,10,75.6,24.4,1.0737234815359116
verify,9,11,74.2,25.8,0.9832671914100647
verify,10,0,74.8,25.2,0.9623814930915833
verify,10,1,74.2,25.8,0.9780245039463044
verify,10,2,75.4,24.6,1.0134420768022536
verify,10,3,74.4,25.6,0.9673177148103714
verify,10,4,76.2,23.8,1.0489978399276734
verify,10,5,74.8,25.2,0.9832655367851257
verify,10,6,75.8,24.2,1.0296870868206025
verify,10,7,75.2,24.8,0.9940254616737366
verify,10,8,74.6,25.4,0.9934062057733536
verify,10,9,75.2,24.8,0.9723083074092865
verify,10,10,75.0,25.0,1.0341356239318849
verify,10,11,74.6,25.4,0.9868298604488372
verify,11,0,75.0,25.0,1.0069243631362914
verify,11,1,75.0,25.0,1.0289391261339187
verify,11,2,74.8,25.2,0.9965296148061752
verify,11,3,75.2,24.8,1.006258667230606
verify,11,4,75.4,24.6,1.0215119688510894
verify,11,5,75.4,24.6,0.9993848683834076
verify,11,6,75.2,24.8,1.0233439106941222
verify,11,7,75.4,24.6,0.9965943953990937
verify,11,8,75.4,24.6,1.0115753462314605
verify,11,9,75.4,24.6,1.0119400858879088
verify,11,10,75.8,24.2,1.012630207180977
verify,11,11,75.6,24.4,1.0142147769927978
confirm,0,0,74.8,25.2,0.9928535963296891
confirm,0,1,73.8,26.2,0.893413146853447
confirm,0,2,75.4,24.6,1.038316518187523
confirm,0,3,74.2,25.8,0.9888317860364914
confirm,0,4,72.8,27.2,0.9245052679777145
confirm,0,5,74.8,25.2,0.9984176046848298
confirm,0,6,75.2,24.8,1.0230971579551698
confirm,0,7,75.0,25.0,1.0400753363370896
confirm,0,8,73.6,26.4,0.9737653014659882
confirm,0,9,75.6,24.4,1.0441639828681946
confirm,0,10,75.6,24.4,1.049366840004921
confirm,0,11,74.0,26.0,0.9586920622587204
confirm,1,0,75.4,24.6,1.038692659497261
confirm,1,1,75.0,25.0,1.0219470225572587
confirm,1,2,74.4,25.6,0.9746888979673386
confirm,1,3,74.0,26.0,0.9694160388708115
confirm,1,4,75.6,24.4,0.9995199933052062
confirm,1,5,74.4,25.6,0.978104640364647
confirm,1,6,75.2,24.8,0.9762600049972534
confirm,1,7,74.0,26.0,0.9457241941690445
confirm,1,8,74.0,26.0,1.0004888944625854
confirm,1,9,74.8,25.2,0.9898265477418899
confirm,1,10,74.4,25.6,1.0064074677228927
confirm,1,11,74.4,25.6,0.9491442091464997
confirm,2,0,74.8,25.2,1.0007645879983902
confirm,2,1,75.4,24.6,1.0119130640029907
confirm,2,2,74.4,25.6,0.9655519075393677
confirm,2,3,75.0,25.0,0.9660771327018738
confirm,2,4,73.6,26.4,0.9184142400026322
confirm,2,5,74.0,26.0,0.941710221529007
confirm,2,6,74.2,25.8,0.9645199081897735
confirm,2,7,74.0,26.0,0.9365753576755523
confirm,2,8,73.8,26.2,0.933879581451416
confirm,2,9,75.6,24.4,0.9925112423896789
confirm,2,10,75.2,24.8,0.9709138641357422
confirm,2,11,74.0,26.0,0.9137334477901459
confirm,3,0,75.0,25.0,0.9621576631069183
confirm,3,1,74.8,25.2,0.9738710809946061
confirm,3,2,75.0,25.0,0.9663565266132355
confirm,3,3,74.8,25.2,1.0252728139162064
confirm,3,4,75.4,24.6,0.9711863034963608
confirm,3,5,75.0,25.0,1.0365282864570617
confirm,3,6,73.0,27.0,0.9192399170398712
confirm,3,7,74.4,25.6,0.9935376372337341
confirm,3,8,74.0,26.0,0.9826959294080734
confirm,3,9,73.8,26.2,0.9758558793067932
confirm,3,10,75.2,24.8,0.9961776349544526
confirm,3,11,71.8,28.2,0.864765937924385
confirm,4,0,73.4,26.6,0.9076526300907135
confirm,4,1,74.0,26.0,0.9582739741802215
confirm,4,2,74.8,25.2,1.0012608423233031
confirm,4,3,74.2,25.8,0.9870427808761597
confirm,4,4,75.0,25.0,0.9769178676605225
confirm,4,5,74.4,25.6,0.9463319509029389
confirm,4,6,76.0,24.0,1.064961841583252
confirm,4,7,74.8,25.2,0.9971229540109634
confirm,4,8,75.0,25.0,1.0154730271100998
confirm,4,9,73.2,26.8,0.8862274849414825
confirm,4,10,74.0,26.0,0.9990765399932862
confirm,4,11,75.0,25.0,1.0088861501216888
confirm,5,0,73.8,26.2,0.9375969543457031
confirm,5,1,75.4,24.6,1.0384524085521698
confirm,5,2,74.2,25.8,0.9725523267984391
confirm,5,3,74.8,25.2,0.9560135836601258
confirm,5,4,75.0,25.0,1.0218769582509994
confirm,5,5,75.0,25.0,0.9551757936477661
confirm,5,6,74.8,25.2,1.0036689033508301
confirm,5,7,74.6,25.4,0.9700045582056046
confirm,5,8,75.4,24.6,1.0434880092144012
confirm,5,9,74.2,25.8,0.9680913853645324
confirm,5,10,74.8,25.2,1.0276783866882324
confirm,5,11,73.4,26.6,0.902841015458107
confirm,6,0,74.4,25.6,0.9957663629055024
confirm,6,1,75.4,24.6,1.047614855647087
confirm,6,2,75.4,24.6,1.0395820124149322
confirm,6,3,73.8,26.2,0.9635414744615555
confirm,6,4,73.4,26.6,0.9378233622312546
confirm,6,5,75.0,25.0,0.9903811450004578
confirm,6,6,75.0,25.0,1.02074645280838
confirm,6,7,74.6,25.4,1.0107174772024154
confirm,6,8,76.6,23.4,1.048123808503151
confirm,6,9,74.0,26.0,0.9969337335824966
confirm,6,10,73.8,26.2,0.92893541264534
confirm,6,11,75.0,25.0,1.0252918586730957
confirm,7,0,75.2,24.8,1.0435539404153824
confirm,7,1,74.0,26.0,0.9534567736387253
confirm,7,2,74.2,25.8,1.0005740101337433
confirm,7,3,75.6,24.4,1.0548638260364533
confirm,7,4,74.2,25.8,0.9543432255983353
confirm,7,5,75.2,24.8,0.9770076662302017
confirm,7,6,76.0,24.0,1.0329920089244842
confirm,7,7,75.2,24.8,1.0089235330820083
confirm,7,8,75.8,24.2,1.0064781638383866
confirm,7,9,74.6,25.4,1.019295771598816
confirm,7,10,74.6,25.4,0.9999347605705261
confirm,7,11,73.0,27.0,0.9115412559509277
confirm,8,0,74.0,26.0,0.9200591238737106
confirm,8,1,74.8,25.2,1.0136377723217012
confirm,8,2,72.8,27.2,0.9108321235179901
confirm,8,3,73.6,26.4,0.9058697868585587
confirm,8,4,74.8,25.2,1.0034655566215516
confirm,8,5,75.8,24.2,1.0829587070941924
confirm,8,6,75.8,24.2,0.9957859807014465
confirm,8,7,74.6,25.4,1.0216628767251967
confirm,8,8,74.0,26.0,0.9607496083974838
confirm,8,9,73.2,26.8,0.937858535528183
confirm,8,10,75.6,24.4,1.0566951916217804
confirm,8,11,73.6,26.4,0.8761495400667191
confirm,9,0,75.2,24.8,0.9839129643440246
confirm,9,1,75.0,25.0,1.0342032041549682
confirm,9,2,74.0,26.0,1.0003686417341233
confirm,9,3,74.4,25.6,0.9835632177591324
confirm,9,4,75.0,25.0,1.0131027150154113
confirm,9,5,75.4,24.6,1.0031610753536224
confirm,9,6,75.4,24.6,1.0452484043836594
confirm,9,7,74.8,25.2,1.0216204690933228
confirm,9,8,74.2,25.8,0.9768289568424224
confirm,9,9,74.6,25.4,0.9928157871961594
confirm,9,10,75.4,24.6,1.0456175966262817
confirm,9,11,73.2,26.8,0.953060256242752
confirm,10,0,74.0,26.0,0.9281648535728455
confirm,10,1,73.2,26.8,0.9473200223445892
confirm,10,2,74.4,25.6,0.9828214781284332
confirm,10,3,74.0,26.0,0.9382961592674255
confirm,10,4,76.2,23.8,1.0161445562839508
confirm,10,5,74.8,25.2,0.9532269062995911
confirm,10,6,75.0,25.0,0.9994831721782684
confirm,10,7,74.4,25.6,0.9690999310016633
confirm,10,8,74.2,25.8,0.9642104443311691
confirm,10,9,74.4,25.6,0.9436078631877899
confirm,10,10,74.2,25.8,1.0029272232055664
confirm,10,11,73.6,26.4,0.9590560989379883
confirm,11,0,74.4,25.6,0.9756396455764771
confirm,11,1,74.8,25.2,0.9981342508792878
confirm,11,2,73.4,26.6,0.966103075504303
confirm,11,3,74.6,25.4,0.9752880045175553
confirm,11,4,74.6,25.4,0.9894454988241196
confirm,11,5,74.2,25.8,0.968428015947342
confirm,11,6,74.8,25.2,0.9931434797048568
confirm,11,7,74.0,26.0,0.9655472528934479
confirm,11,8,74.2,25.8,0.9805228129625321
confirm,11,9,74.8,25.2,0.9818314309120179
confirm,11,10,74.6,25.4,0.9804313575029373
confirm,11,11,74.2,25.8,0.9836249649524689
suppose,0,0,74.0,26.0,0.9394599756002426
suppose,0,1,73.4,26.6,0.8727396078109741
suppose,0,2,74.6,25.4,1.0003982801437379
