premise,layer,head,factual%,cf%,delta
redefine,4,5,71.6,28.4,0.8524373792409897
redefine,4,6,72.0,28.0,0.8217749398946762
redefine,4,7,71.4,28.6,0.7911962572336196
redefine,4,8,71.8,28.2,0.8299986516237259
redefine,4,9,71.0,29.0,0.7532007615566254
redefine,4,10,71.8,28.2,0.8503452051877975
redefine,4,11,71.0,29.0,0.8036118807792664
redefine,5,0,71.0,29.0,0.7708077811002731
redefine,5,1,71.6,28.4,0.8293412727117538
redefine,5,2,71.6,28.4,0.8343278751373291
redefine,5,3,71.0,29.0,0.7791127058267593
redefine,5,4,71.0,29.0,0.8045621116161347
redefine,5,5,71.4,28.6,0.7743676209449768
redefine,5,6,71.0,29.0,0.8125417292118072
redefine,5,7,71.0,29.0,0.7949754959344864
redefine,5,8,72.2,27.8,0.8858884810209274
redefine,5,9,71.4,28.6,0.8078182938098908
redefine,5,10,72.0,28.0,0.8625981514453888
redefine,5,11,71.0,29.0,0.8073407324552536
redefine,6,0,71.2,28.8,0.8075109726190567
redefine,6,1,71.2,28.8,0.8441230918169021
redefine,6,2,71.6,28.4,0.8613367487192154
redefine,6,3,70.6,29.4,0.7297198534011841
redefine,6,4,70.8,29.2,0.7687695996761322
redefine,6,5,71.0,29.0,0.7724761334657669
redefine,6,6,72.6,27.4,0.8613076750040054
redefine,6,7,71.6,28.4,0.8018252530097961
redefine,6,8,72.4,27.6,0.8509950970411301
redefine,6,9,71.6,28.4,0.8124106820821763
redefine,6,10,70.4,29.6,0.7640139157772065
redefine,6,11,71.2,28.8,0.8096194554567337
redefine,7,0,70.8,29.2,0.8100677199363708
redefine,7,1,71.4,28.6,0.7860670734643936
redefine,7,2,71.8,28.2,0.8165276560783387
redefine,7,3,71.4,28.6,0.8143919590711594
redefine,7,4,70.4,29.6,0.7569583860635758
redefine,7,5,71.2,28.8,0.7740524933338165
redefine,7,6,72.4,27.6,0.8697394886016846
redefine,7,7,71.6,28.4,0.8257971625328064
redefine,7,8,72.0,28.0,0.8497386708259582
redefine,7,9,71.0,29.0,0.7976214340925216
redefine,7,10,70.8,29.2,0.784465505361557
redefine,7,11,70.6,29.4,0.755663521528244
redefine,8,0,70.6,29.4,0.7598074643611908
redefine,8,1,71.4,28.6,0.8100944349765777
redefine,8,2,71.0,29.0,0.7955690525770187
redefine,8,3,71.0,29.0,0.7543693652153015
redefine,8,4,71.0,29.0,0.8057786765098571
redefine,8,5,71.6,28.4,0.8457578837871551
redefine,8,6,71.4,28.6,0.8232045990228652
redefine,8,7,71.2,28.8,0.8336102041006088
redefine,8,8,71.0,29.0,0.8007110792398453
redefine,8,9,70.4,29.6,0.7541459176540375
redefine,8,10,72.6,27.4,0.8894452069997787
redefine,8,11,70.8,29.2,0.7712278082370758
redefine,9,0,71.0,29.0,0.8221809021234512
redefine,9,1,72.0,28.0,0.8506160278320313
redefine,9,2,71.2,28.8,0.831720475435257
redefine,9,3,70.2,29.8,0.7830173789262772
redefine,9,4,70.8,29.2,0.8425912350416184
redefine,9,5,71.4,28.6,0.7869136193990708
redefine,9,6,71.6,28.4,0.8546147755384446
redefine,9,7,71.8,28.2,0.82259153008461
redefine,9,8,71.2,28.8,0.8357808246612549
redefine,9,9,70.8,29.2,0.8168911592960357
redefine,9,10,72.0,28.0,0.8818822252750397
redefine,9,11,71.0,29.0,0.7845987000465393
redefine,10,0,70.6,29.4,0.7540639790296555
redefine,10,1,70.8,29.2,0.7582626192569732
redefine,10,2,71.4,28.6,0.7802592182159424
redefine,10,3,70.8,29.2,0.7487997171878815
redefine,10,4,72.2,27.8,0.8349764175415039
redefine,10,5,70.0,30.0,0.7704560105800629
redefine,10,6,71.6,28.4,0.8307288737297058
redefine,10,7,70.8,29.2,0.7797159758806229
redefine,10,8,71.0,29.0,0.7759632195234298
redefine,10,9,71.0,29.0,0.7648983426094055
redefine,10,10,70.8,29.2,0.8015625581741334
redefine,10,11,70.4,29.6,0.7629376963376999
redefine,11,0,70.8,29.2,0.7834173194169998
redefine,11,1,70.8,29.2,0.7994530230760575
redefine,11,2,71.2,28.8,0.7800548576116562
redefine,11,3,71.8,28.2,0.7893564692735672
redefine,11,4,70.4,29.6,0.800917573928833
redefine,11,5,71.0,29.0,0.7879923696517944
redefine,11,6,71.0,29.0,0.8052010090351105
redefine,11,7,70.8,29.2,0.7837756435871124
redefine,11,8,71.4,28.6,0.8005843441486359
redefine,11,9,71.0,29.0,0.7939610315561294
redefine,11,10,71.2,28.8,0.7919348462820053
redefine,11,11,70.8,29.2,0.7898598109483719
define,0,0,72.0,28.0,0.8852415239810943
define,0,1,69.8,30.2,0.7490121943950653
define,0,2,72.2,27.8,0.894600117444992
define,0,3,71.6,28.4,0.8253134660720826
define,0,4,70.4,29.6,0.7474274899959564
define,0,5,71.2,28.8,0.7449558193683624
define,0,6,71.2,28.8,0.7759143248796463
define,0,7,72.2,27.8,0.8503227721452713
define,0,8,71.0,29.0,0.8294410415887833
define,0,9,72.2,27.8,0.8540895198583602
define,0,10,72.0,28.0,0.8455044909715652
define,0,11,70.6,29.4,0.7699705021381378
define,1,0,71.8,28.2,0.8379989798069001
define,1,1,71.0,29.0,0.7880133088827134
define,1,2,71.8,28.2,0.8400950912237167
define,1,3,71.6,28.4,0.8305619795322419
define,1,4,71.4,28.6,0.7914393450021744
define,1,5,72.0,28.0,0.8202698950767517
define,1,6,71.6,28.4,0.8296516751050949
define,1,7,70.4,29.6,0.7234373481273652
define,1,8,71.4,28.6,0.7964147474765778
define,1,9,71.8,28.2,0.8226879994869232
define,1,10,72.0,28.0,0.8372287262678146
define,1,11,71.4,28.6,0.8052344094514847
define,2,0,71.8,28.2,0.8249901010990143
define,2,1,71.0,29.0,0.7984645941257477
define,2,2,71.6,28.4,0.7770799494981766
define,2,3,71.0,29.0,0.8059518126249313
define,2,4,71.2,28.8,0.7666952500343323
define,2,5,71.0,29.0,0.7688379164934158
define,2,6,70.6,29.4,0.777312161564827
define,2,7,69.4,30.6,0.6983924118280411
define,2,8,69.8,30.2,0.7270042980909348
define,2,9,71.4,28.6,0.797552502989769
define,2,10,70.8,29.2,0.7680452102422715
define,2,11,70.6,29.4,0.7600920392274857
define,3,0,71.4,28.6,0.8016812409162521
define,3,1,71.2,28.8,0.7856751891374588
define,3,2,71.6,28.4,0.7885082967281342
define,3,3,71.6,28.4,0.8333704906702042
define,3,4,71.6,28.4,0.8337552223205567
define,3,5,71.8,28.2,0.8347611812353134
define,3,6,71.0,29.0,0.7870619632005692
define,3,7,70.6,29.4,0.7781615433692932
define,3,8,70.4,29.6,0.7876619505882263
define,3,9,71.6,28.4,0.8256307983398438
define,3,10,71.8,28.2,0.8392140439748764
define,3,11,70.4,29.6,0.7500084294080734
define,4,0,71.4,28.6,0.7454443951845169
define,4,1,71.0,29.0,0.7418752717971802
define,4,2,70.8,29.2,0.7925271117687225
define,4,3,70.8,29.2,0.7649195263385773
define,4,4,71.0,29.0,0.7639810301065445
define,4,5,71.6,28.4,0.8524373792409897
define,4,6,72.0,28.0,0.8217749398946762
define,4,7,71.4,28.6,0.7911962572336196
define,4,8,71.8,28.2,0.8299986516237259
define,4,9,71.0,29.0,0.7532007615566254
define,4,10,71.8,28.2,0.8503452051877975
define,4,11,71.0,29.0,0.8036118807792664
define,5,0,71.0,29.0,0.7708077811002731
define,5,1,71.6,28.4,0.8293412727117538
define,5,2,71.6,28.4,0.8343278751373291
define,5,3,71.0,29.0,0.7791127058267593
define,5,4,71.0,29.0,0.8045621116161347
define,5,5,71.4,28.6,0.7743676209449768
define,5,6,71.0,29.0,0.8125417292118072
define,5,7,71.0,29.0,0.7949754959344864
define,5,8,72.2,27.8,0.8858884810209274
define,5,9,71.4,28.6,0.8078182938098908
define,5,10,72.0,28.0,0.8625981514453888
define,5,11,71.0,29.0,0.8073407324552536
define,6,0,71.2,28.8,0.8075109726190567
define,6,1,71.2,28.8,0.8441230918169021
define,6,2,71.6,28.4,0.8613367487192154
define,6,3,70.6,29.4,0.7297198534011841
define,6,4,70.8,29.2,0.7687695996761322
define,6,5,71.0,29.0,0.7724761334657669
define,6,6,72.6,27.4,0.8613076750040054
define,6,7,71.6,28.4,0.8018252530097961
define,6,8,72.4,27.6,0.8509950970411301
define,6,9,71.6,28.4,0.8124106820821763
define,6,10,70.4,29.6,0.7640139157772065
define,6,11,71.2,28.8,0.8096194554567337
define,7,0,70.8,29.2,0.8100677199363708
define,7,1,71.4,28.6,0.7860670734643936
define,7,2,71.8,28.2,0.8165276560783387
define,7,3,71.4,28.6,0.8143919590711594
define,7,4,70.4,29.6,0.7569583860635758
define,7,5,71.2,28.8,0.7740524933338165
define,7,6,72.4,27.6,0.8697394886016846
define,7,7,71.6,28.4,0.8257971625328064
define,7,8,72.0,28.0,0.8497386708259582
define,7,9,71.0,29.0,0.7976214340925216
define,7,10,70.8,29.2,0.784465505361557
define,7,11,70.6,29.4,0.755663521528244
define,8,0,70.6,29.4,0.7598074643611908
define,8,1,71.4,28.6,0.8100944349765777
define,8,2,71.0,29.0,0.7955690525770187
define,8,3,71.0,29.0,0.7543693652153015
define,8,4,71.0,29.0,0.8057786765098571
define,8,5,71.6,28.4,0.8457578837871551
define,8,6,71.4,28.6,0.8232045990228652
define,8,7,71.2,28.8,0.8336102041006088
define,8,8,71.0,29.0,0.8007110792398453
define,8,9,70.4,29.6,0.7541459176540375
define,8,10,72.6,27.4,0.8894452069997787
define,8,11,70.8,29.2,0.7712278082370758
define,9,0,71.0,29.0,0.8221809021234512
define,9,1,72.0,28.0,0.8506160278320313
define,9,2,71.2,28.8,0.831720475435257
define,9,3,70.2,29.8,0.7830173789262772
define,9,4,70.8,29.2,0.8425912350416184
define,9,5,71.4,28.6,0.7869136193990708
define,9,6,71.6,28.4,0.8546147755384446
define,9,7,71.8,28.2,0.82259153008461
define,9,8,71.2,28.8,0.8357808246612549
define,9,9,70.8,29.2,0.8168911592960357
define,9,10,72.0,28.0,0.8818822252750397
define,9,11,71.0,29.0,0.7845987000465393
define,10,0,70.6,29.4,0.7540639790296555
define,10,1,70.8,29.2,0.7582626192569732
define,10,2,71.4,28.6,0.7802592182159424
define,10,3,70.8,29.2,0.7487997171878815
define,10,4,72.2,27.8,0.8349764175415039
define,10,5,70.0,30.0,0.7704560105800629
define,10,6,71.6,28.4,0.8307288737297058
define,10,7,70.8,29.2,0.7797159758806229
define,10,8,71.0,29.0,0.7759632195234298
define,10,9,71.0,29.0,0.7648983426094055
define,10,10,70.8,29.2,0.8015625581741334
define,10,11,70.4,29.6,0.7629376963376999
define,11,0,70.8,29.2,0.7834173194169998
define,11,1,70.8,29.2,0.7994530230760575
define,11,2,71.2,28.8,0.7800548576116562
define,11,3,71.8,28.2,0.7893564692735672
define,11,4,70.4,29.6,0.800917573928833
define,11,5,71.0,29.0,0.7879923696517944
define,11,6,71.0,29.0,0.8052010090351105
define,11,7,70.8,29.2,0.7837756435871124
define,11,8,71.4,28.6,0.8005843441486359
define,11,9,71.0,29.0,0.7939610315561294
define,11,10,71.2,28.8,0.7919348462820053
define,11,11,70.8,29.2,0.7898598109483719
verify,0,0,72.0,28.0,0.8852415239810943
verify,0,1,69.8,30.2,0.7490121943950653
verify,0,2,72.2,27.8,0.894600117444992
verify,0,3,71.6,28.4,0.8253134660720826
verify,0,4,70.4,29.6,0.7474274899959564
verify,0,5,71.2,28.8,0.7449558193683624
verify,0,6,71.2,28.8,0.7759143248796463
verify,0,7,72.2,27.8,0.8503227721452713
verify,0,8,71.0,29.0,0.8294410415887833
verify,0,9,72.2,27.8,0.8540895198583602
verify,0,10,72.0,28.0,0.8455044909715652
verify,0,11,70.6,29.4,0.7699705021381378
verify,1,0,71.8,28.2,0.8379989798069001
verify,1,1,71.0,29.0,0.7880133088827134
verify,1,2,71.8,28.2,0.8400950912237167
verify,1,3,71.6,28.4,0.8305619795322419
verify,1,4,71.4,28.6,0.7914393450021744
verify,1,5,72.0,28.0,0.8202698950767517
verify,1,6,71.6,28.4,0.8296516751050949
verify,1,7,70.4,29.6,0.7234373481273652
verify,1,8,71.4,28.6,0.7964147474765778
verify,1,9,71.8,28.2,0.8226879994869232
verify,1,10,72.0,28.0,0.8372287262678146
verify,1,11,71.4,28.6,0.8052344094514847
verify,2,0,71.8,28.2,0.8249901010990143
verify,2,1,71.0,29.0,0.7984645941257477
verify,2,2,71.6,28.4,0.7770799494981766
verify,2,3,71.0,29.0,0.8059518126249313
verify,2,4,71.2,28.8,0.7666952500343323
verify,2,5,71.0,29.0,0.7688379164934158
verify,2,6,70.6,29.4,0.777312161564827
verify,2,7,69.4,30.6,0.6983924118280411
verify,2,8,69.8,30.2,0.7270042980909348
verify,2,9,71.4,28.6,0.797552502989769
verify,2,10,70.8,29.2,0.7680452102422715
verify,2,11,70.6,29.4,0.7600920392274857
verify,3,0,71.4,28.6,0.8016812409162521
verify,3,1,71.2,28.8,0.7856751891374588
verify,3,2,71.6,28.4,0.7885082967281342
verify,3,3,71.6,28.4,0.8333704906702042
verify,3,4,71.6,28.4,0.8337552223205567
verify,3,5,71.8,28.2,0.8347611812353134
verify,3,6,71.0,29.0,0.7870619632005692
verify,3,7,70.6,29.4,0.7781615433692932
verify,3,8,70.4,29.6,0.7876619505882263
verify,3,9,71.6,28.4,0.8256307983398438
verify,3,10,71.8,28.2,0.8392140439748764
verify,3,11,70.4,29.6,0.7500084294080734
verify,4,0,71.4,28.6,0.7454443951845169
verify,4,1,71.0,29.0,0.7418752717971802
verify,4,2,70.8,29.2,0.7925271117687225
verify,4,3,70.8,29.2,0.7649195263385773
verify,4,4,71.0,29.0,0.7639810301065445
verify,4,5,71.6,28.4,0.8524373792409897
verify,4,6,72.0,28.0,0.8217749398946762
verify,4,7,71.4,28.6,0.7911962572336196
verify,4,8,71.8,28.2,0.8299986516237259
verify,4,9,71.0,29.0,0.7532007615566254
verify,4,10,71.8,28.2,0.8503452051877975
verify,4,11,71.0,29.0,0.8036118807792664
verify,5,0,71.0,29.0,0.7708077811002731
verify,5,1,71.6,28.4,0.8293412727117538
verify,5,2,71.6,28.4,0.8343278751373291
verify,5,3,71.0,29.0,0.7791127058267593
verify,5,4,71.0,29.0,0.8045621116161347
verify,5,5,71.4,28.6,0.7743676209449768
verify,5,6,71.0,29.0,0.8125417292118072
verify,5,7,71.0,29.0,0.7949754959344864
verify,5,8,72.2,27.8,0.8858884810209274
verify,5,9,71.4,28.6,0.8078182938098908
verify,5,10,72.0,28.0,0.8625981514453888
verify,5,11,71.0,29.0,0.8073407324552536
verify,6,0,71.2,28.8,0.8075109726190567
verify,6,1,71.2,28.8,0.8441230918169021
verify,6,2,71.6,28.4,0.8613367487192154
verify,6,3,70.6,29.4,0.7297198534011841
verify,6,4,70.8,29.2,0.7687695996761322
verify,6,5,71.0,29.0,0.7724761334657669
verify,6,6,72.6,27.4,0.8613076750040054
verify,6,7,71.6,28.4,0.8018252530097961
verify,6,8,72.4,27.6,0.8509950970411301
verify,6,9,71.6,28.4,0.8124106820821763
verify,6,10,70.4,29.6,0.7640139157772065
verify,6,11,71.2,28.8,0.8096194554567337
verify,7,0,70.8,29.2,0.8100677199363708
verify,7,1,71.4,28.6,0.7860670734643936
verify,7,2,71.8,28.2,0.8165276560783387
verify,7,3,71.4,28.6,0.8143919590711594
verify,7,4,70.4,29.6,0.7569583860635758
verify,7,5,71.2,28.8,0.7740524933338165
verify,7,6,72.4,27.6,0.8697394886016846
verify,7,7,71.6,28.4,0.8257971625328064
verify,7,8,72.0,28.0,0.8497386708259582
verify,7,9,71.0,29.0,0.7976214340925216
verify,7,10,70.8,29.2,0.784465505361557
verify,7,11,70.6,29.4,0.755663521528244
verify,8,0,70.6,29.4,0.7598074643611908
verify,8,1,71.4,28.6,0.8100944349765777
verify,8,2,71.0,29.0,0.7955690525770187
verify,8,3,71.0,29.0,0.7543693652153015
verify,8,4,71.0,29.0,0.8057786765098571
verify,8,5,71.6,28.4,0.8457578837871551
verify,8,6,71.4,28.6,0.8232045990228652
verify,8,7,71.2,28.8,0.8336102041006088
verify,8,8,71.0,29.0,0.8007110792398453
verify,8,9,70.4,29.6,0.7541459176540375
verify,8,10,72.6,27.4,0.8894452069997787
verify,8,11,70.8,29.2,0.7712278082370758
verify,9,0,71.0,29.0,0.8221809021234512
verify,9,1,72.0,28.0,0.8506160278320313
verify,9,2,71.2,28.8,0.831720475435257
verify,9,3,70.2,29.8,0.7830173789262772
verify,9,4,70.8,29.2,0.8425912350416184
verify,9,5,71.4,28.6,0.7869136193990708
verify,9,6,71.6,28.4,0.8546147755384446
verify,9,7,71.8,28.2,0.82259153008461
verify,9,8,71.2,28.8,0.8357808246612549
verify,9,9,70.8,29.2,0.8168911592960357
verify,9,10,72.0,28.0,0.8818822252750397
verify,9,11,71.0,29.0,0.7845987000465393
verify,10,0,70.6,29.4,0.7540639790296555
verify,10,1,70.8,29.2,0.7582626192569732
verify,10,2,71.4,28.6,0.7802592182159424
verify,10,3,70.8,29.2,0.7487997171878815
verify,10,4,72.2,27.8,0.8349764175415039
verify,10,5,70.0,30.0,0.7704560105800629
verify,10,6,71.6,28.4,0.8307288737297058
verify,10,7,70.8,29.2,0.7797159758806229
verify,10,8,71.0,29.0,0.7759632195234298
verify,10,9,71.0,29.0,0.7648983426094055
verify,10,10,70.8,29.2,0.8015625581741334
verify,10,11,70.4,29.6,0.7629376963376999
verify,11,0,70.8,29.2,0.7834173194169998
verify,11,1,70.8,29.2,0.7994530230760575
verify,11,2,71.2,28.8,0.7800548576116562
verify,11,3,71.8,28.2,0.7893564692735672
verify,11,4,70.4,29.6,0.800917573928833
verify,11,5,71.0,29.0,0.7879923696517944
verify,11,6,71.0,29.0,0.8052010090351105
verify,11,7,70.8,29.2,0.7837756435871124
verify,11,8,71.4,28.6,0.8005843441486359
verify,11,9,71.0,29.0,0.7939610315561294
verify,11,10,71.2,28.8,0.7919348462820053
verify,11,11,70.8,29.2,0.7898598109483719
confirm,0,0,72.0,28.0,0.8852415239810943
confirm,0,1,69.8,30.2,0.7490121943950653
confirm,0,2,72.2,27.8,0.894600117444992
confirm,0,3,71.6,28.4,0.8253134660720826
confirm,0,4,70.4,29.6,0.7474274899959564
confirm,0,5,71.2,28.8,0.7449558193683624
confirm,0,6,71.2,28.8,0.7759143248796463
confirm,0,7,72.2,27.8,0.8503227721452713
confirm,0,8,71.0,29.0,0.8294410415887833
confirm,0,9,72.2,27.8,0.8540895198583602
confirm,0,10,72.0,28.0,0.8455044909715652
confirm,0,11,70.6,29.4,0.7699705021381378
confirm,1,0,71.8,28.2,0.8379989798069001
confirm,1,1,71.0,29.0,0.7880133088827134
confirm,1,2,71.8,28.2,0.8400950912237167
confirm,1,3,71.6,28.4,0.8305619795322419
confirm,1,4,71.4,28.6,0.7914393450021744
confirm,1,5,72.0,28.0,0.8202698950767517
confirm,1,6,71.6,28.4,0.8296516751050949
confirm,1,7,70.4,29.6,0.7234373481273652
confirm,1,8,71.4,28.6,0.7964147474765778
confirm,1,9,71.8,28.2,0.8226879994869232
confirm,1,10,72.0,28.0,0.8372287262678146
confirm,1,11,71.4,28.6,0.8052344094514847
confirm,2,0,71.8,28.2,0.8249901010990143
confirm,2,1,71.0,29.0,0.7984645941257477
confirm,2,2,71.6,28.4,0.7770799494981766
confirm,2,3,71.0,29.0,0.8059518126249313
confirm,2,4,71.2,28.8,0.7666952500343323
confirm,2,5,71.0,29.0,0.7688379164934158
confirm,2,6,70.6,29.4,0.777312161564827
confirm,2,7,69.4,30.6,0.6983924118280411
confirm,2,8,69.8,30.2,0.7270042980909348
confirm,2,9,71.4,28.6,0.797552502989769
confirm,2,10,70.8,29.2,0.7680452102422715
confirm,2,11,70.6,29.4,0.7600920392274857
confirm,3,0,71.4,28.6,0.8016812409162521
confirm,3,1,71.2,28.8,0.7856751891374588
confirm,3,2,71.6,28.4,0.7885082967281342
confirm,3,3,71.6,28.4,0.8333704906702042
confirm,3,4,71.6,28.4,0.8337552223205567
confirm,3,5,71.8,28.2,0.8347611812353134
confirm,3,6,71.0,29.0,0.7870619632005692
confirm,3,7,70.6,29.4,0.7781615433692932
confirm,3,8,70.4,29.6,0.7876619505882263
confirm,3,9,71.6,28.4,0.8256307983398438
confirm,3,10,71.8,28.2,0.8392140439748764
confirm,3,11,70.4,29.6,0.7500084294080734
confirm,4,0,71.4,28.6,0.7454443951845169
confirm,4,1,71.0,29.0,0.7418752717971802
confirm,4,2,70.8,29.2,0.7925271117687225
confirm,4,3,70.8,29.2,0.7649195263385773
confirm,4,4,71.0,29.0,0.7639810301065445
confirm,4,5,71.6,28.4,0.8524373792409897
confirm,4,6,72.0,28.0,0.8217749398946762
confirm,4,7,71.4,28.6,0.7911962572336196
confirm,4,8,71.8,28.2,0.8299986516237259
confirm,4,9,71.0,29.0,0.7532007615566254
confirm,4,10,71.8,28.2,0.8503452051877975
confirm,4,11,71.0,29.0,0.8036118807792664
confirm,5,0,71.0,29.0,0.7708077811002731
confirm,5,1,71.6,28.4,0.8293412727117538
confirm,5,2,71.6,28.4,0.8343278751373291
confirm,5,3,71.0,29.0,0.7791127058267593
confirm,5,4,71.0,29.0,0.8045621116161347
confirm,5,5,71.4,28.6,0.7743676209449768
confirm,5,6,71.0,29.0,0.8125417292118072
confirm,5,7,71.0,29.0,0.7949754959344864
confirm,5,8,72.2,27.8,0.8858884810209274
confirm,5,9,71.4,28.6,0.8078182938098908
confirm,5,10,72.0,28.0,0.8625981514453888
confirm,5,11,71.0,29.0,0.8073407324552536
confirm,6,0,71.2,28.8,0.8075109726190567
confirm,6,1,71.2,28.8,0.8441230918169021
confirm,6,2,71.6,28.4,0.8613367487192154
confirm,6,3,70.6,29.4,0.7297198534011841
confirm,6,4,70.8,29.2,0.7687695996761322
confirm,6,5,71.0,29.0,0.7724761334657669
confirm,6,6,72.6,27.4,0.8613076750040054
confirm,6,7,71.6,28.4,0.8018252530097961
confirm,6,8,72.4,27.6,0.8509950970411301
confirm,6,9,71.6,28.4,0.8124106820821763
confirm,6,10,70.4,29.6,0.7640139157772065
confirm,6,11,71.2,28.8,0.8096194554567337
confirm,7,0,70.8,29.2,0.8100677199363708
confirm,7,1,71.4,28.6,0.7860670734643936
confirm,7,2,71.8,28.2,0.8165276560783387
confirm,7,3,71.4,28.6,0.8143919590711594
confirm,7,4,70.4,29.6,0.7569583860635758
confirm,7,5,71.2,28.8,0.7740524933338165
confirm,7,6,72.4,27.6,0.8697394886016846
confirm,7,7,71.6,28.4,0.8257971625328064
confirm,7,8,72.0,28.0,0.8497386708259582
confirm,7,9,71.0,29.0,0.7976214340925216
confirm,7,10,70.8,29.2,0.784465505361557
confirm,7,11,70.6,29.4,0.755663521528244
confirm,8,0,70.6,29.4,0.7598074643611908
confirm,8,1,71.4,28.6,0.8100944349765777
confirm,8,2,71.0,29.0,0.7955690525770187
confirm,8,3,71.0,29.0,0.7543693652153015
confirm,8,4,71.0,29.0,0.8057786765098571
confirm,8,5,71.6,28.4,0.8457578837871551
confirm,8,6,71.4,28.6,0.8232045990228652
confirm,8,7,71.2,28.8,0.8336102041006088
confirm,8,8,71.0,29.0,0.8007110792398453
confirm,8,9,70.4,29.6,0.7541459176540375
confirm,8,10,72.6,27.4,0.8894452069997787
confirm,8,11,70.8,29.2,0.7712278082370758
confirm,9,0,71.0,29.0,0.8221809021234512
confirm,9,1,72.0,28.0,0.8506160278320313
confirm,9,2,71.2,28.8,0.831720475435257
confirm,9,3,70.2,29.8,0.7830173789262772
confirm,9,4,70.8,29.2,0.8425912350416184
confirm,9,5,71.4,28.6,0.7869136193990708
confirm,9,6,71.6,28.4,0.8546147755384446
confirm,9,7,71.8,28.2,0.82259153008461
confirm,9,8,71.2,28.8,0.8357808246612549
confirm,9,9,70.8,29.2,0.8168911592960357
confirm,9,10,72.0,28.0,0.8818822252750397
confirm,9,11,71.0,29.0,0.7845987000465393
confirm,10,0,70.6,29.4,0.7540639790296555
confirm,10,1,70.8,29.2,0.7582626192569732
confirm,10,2,71.4,28.6,0.7802592182159424
confirm,10,3,70.8,29.2,0.7487997171878815
confirm,10,4,72.2,27.8,0.8349764175415039
confirm,10,5,70.0,30.0,0.7704560105800629
confirm,10,6,71.6,28.4,0.8307288737297058
confirm,10,7,70.8,29.2,0.7797159758806229
confirm,10,8,71.0,29.0,0.7759632195234298
confirm,10,9,71.0,29.0,0.7648983426094055
confirm,10,10,70.8,29.2,0.8015625581741334
confirm,10,11,70.4,29.6,0.7629376963376999
confirm,11,0,70.8,29.2,0.7834173194169998
confirm,11,1,70.8,29.2,0.7994530230760575
confirm,11,2,71.2,28.8,0.7800548576116562
confirm,11,3,71.8,28.2,0.7893564692735672
confirm,11,4,70.4,29.6,0.800917573928833
confirm,11,5,71.0,29.0,0.7879923696517944
confirm,11,6,71.0,29.0,0.8052010090351105
confirm,11,7,70.8,29.2,0.7837756435871124
confirm,11,8,71.4,28.6,0.8005843441486359
confirm,11,9,71.0,29.0,0.7939610315561294
confirm,11,10,71.2,28.8,0.7919348462820053
confirm,11,11,70.8,29.2,0.7898598109483719
suppose,0,0,72.0,28.0,0.8852415239810943
