premise,layer,head,factual%,cf%,delta
suppose,0,1,73.6,26.4,1.0943542773723602
suppose,0,2,75.2,24.8,1.1656699894666671
suppose,0,3,74.6,25.4,1.138343347787857
suppose,0,4,74.6,25.4,1.101196632027626
suppose,0,5,75.6,24.4,1.182893921494484
suppose,0,6,75.0,25.0,1.1677036556005478
suppose,0,7,76.2,23.8,1.1973355145454407
suppose,0,8,75.2,24.8,1.1394231852293015
suppose,0,9,74.8,25.2,1.1941485576629638
suppose,0,10,76.0,24.0,1.1804789253473282
suppose,0,11,74.8,25.2,1.106173638343811
suppose,1,0,75.2,24.8,1.1800613003969191
suppose,1,1,76.0,24.0,1.1620002360343933
suppose,1,2,75.2,24.8,1.1363702154159545
suppose,1,3,75.6,24.4,1.1602191596031188
suppose,1,4,76.0,24.0,1.1780248118638992
suppose,1,5,74.8,25.2,1.115751540541649
suppose,1,6,75.8,24.2,1.158019308924675
suppose,1,7,74.6,25.4,1.090250871181488
suppose,1,8,74.6,25.4,1.118982528090477
suppose,1,9,75.2,24.8,1.1421104338169097
suppose,1,10,75.4,24.6,1.1598013657331467
suppose,1,11,75.2,24.8,1.1136115847826005
suppose,2,0,75.4,24.6,1.0990234897136688
suppose,2,1,75.6,24.4,1.1621095478534698
suppose,2,2,75.2,24.8,1.1027692310810089
suppose,2,3,75.6,24.4,1.1292754774093627
suppose,2,4,74.8,25.2,1.1017640155553818
suppose,2,5,74.4,25.6,1.0508716107606888
suppose,2,6,74.6,25.4,1.1254739799499511
suppose,2,7,73.4,26.6,1.0197149229049682
suppose,2,8,74.0,26.0,1.10019606256485
suppose,2,9,76.0,24.0,1.1726052839756012
suppose,2,10,74.8,25.2,1.0664172686338425
suppose,2,11,74.4,25.6,1.061541467308998
suppose,3,0,74.2,25.8,1.0842437542676926
suppose,3,1,75.2,24.8,1.1395526065826416
suppose,3,2,75.4,24.6,1.1028879067897797
suppose,3,3,75.6,24.4,1.1811452487707137
suppose,3,4,75.6,24.4,1.1222274827957153
suppose,3,5,74.0,26.0,1.1216208859682084
suppose,3,6,74.4,25.6,1.0654141715765
suppose,3,7,73.6,26.4,1.08088110601902
suppose,3,8,74.2,25.8,1.0896887716054917
suppose,3,9,75.6,24.4,1.1661555660963059
suppose,3,10,74.8,25.2,1.1347265158891677
suppose,3,11,73.8,26.2,1.0319843114614486
suppose,4,0,72.6,27.4,0.9610064803361893
suppose,4,1,73.4,26.6,1.063558236837387
suppose,4,2,74.8,25.2,1.1067614215612411
suppose,4,3,74.2,25.8,1.0850964710712432
suppose,4,4,74.4,25.6,1.112584197163582
suppose,4,5,74.8,25.2,1.1352141296863556
suppose,4,6,76.2,23.8,1.1705298702716826
suppose,4,7,74.4,25.6,1.107079150557518
suppose,4,8,75.6,24.4,1.1324765955209732
suppose,4,9,73.2,26.8,1.0109640892744065
suppose,4,10,75.6,24.4,1.1428611220121383
suppose,4,11,74.8,25.2,1.1296456475257874
suppose,5,0,74.2,25.8,1.0921208373308182
suppose,5,1,74.6,25.4,1.1441659845113754
suppose,5,2,75.6,24.4,1.1219315984249114
suppose,5,3,74.8,25.2,1.0927286348342895
suppose,5,4,75.4,24.6,1.136264375090599
suppose,5,5,74.6,25.4,1.0471301053762436
suppose,5,6,74.6,25.4,1.1027166197299958
suppose,5,7,74.4,25.6,1.1008667631149291
suppose,5,8,75.6,24.4,1.1459059916734695
suppose,5,9,75.0,25.0,1.1011642849445342
suppose,5,10,75.2,24.8,1.1627598620653152
suppose,5,11,73.8,26.2,1.047049992799759
suppose,6,0,73.6,26.4,1.1002703431844711
suppose,6,1,76.2,23.8,1.200367520570755
suppose,6,2,76.6,23.4,1.1689556543827058
suppose,6,3,73.4,26.6,1.0645253732204438
suppose,6,4,74.2,25.8,1.100862140417099
suppose,6,5,74.8,25.2,1.0950498385429381
suppose,6,6,75.2,24.8,1.1236357526779175
suppose,6,7,74.6,25.4,1.122974316239357
suppose,6,8,76.2,23.8,1.1784047533273696
suppose,6,9,75.4,24.6,1.129690477490425
suppose,6,10,74.2,25.8,1.0677380994558334
suppose,6,11,74.4,25.6,1.1237098375558854
suppose,7,0,74.6,25.4,1.1446857224702836
suppose,7,1,74.0,26.0,1.117314693212509
suppose,7,2,75.8,24.2,1.1540057586431502
suppose,7,3,75.6,24.4,1.1740165357589722
suppose,7,4,75.2,24.8,1.0978040615320206
suppose,7,5,74.4,25.6,1.0833868842124939
suppose,7,6,75.0,25.0,1.145519819021225
suppose,7,7,75.4,24.6,1.1457381476163864
suppose,7,8,75.2,24.8,1.1459007662534715
suppose,7,9,75.4,24.6,1.1264190989732743
suppose,7,10,75.2,24.8,1.1370545980930329
suppose,7,11,74.4,25.6,1.0769522988796234
suppose,8,0,74.6,25.4,1.0792619109153747
suppose,8,1,75.0,25.0,1.135675339460373
suppose,8,2,74.4,25.6,1.0863221468925477
suppose,8,3,74.0,26.0,1.0643383793830872
suppose,8,4,75.6,24.4,1.149674395084381
suppose,8,5,75.6,24.4,1.1837334498167038
suppose,8,6,75.4,24.6,1.1312692292928697
suppose,8,7,75.0,25.0,1.153721086859703
suppose,8,8,75.2,24.8,1.1160124020576476
suppose,8,9,74.4,25.6,1.0761700257062912
suppose,8,10,75.8,24.2,1.211485816001892
suppose,8,11,73.8,26.2,1.0639199810028077
suppose,9,0,75.2,24.8,1.143520449757576
suppose,9,1,75.4,24.6,1.1801159524917602
suppose,9,2,75.2,24.8,1.1639560265541076
suppose,9,3,73.8,26.2,1.121324635744095
suppose,9,4,75.4,24.6,1.153264145731926
suppose,9,5,75.6,24.4,1.1266931545734407
suppose,9,6,75.4,24.6,1.1662041797637939
suppose,9,7,74.8,25.2,1.1479663825035096
suppose,9,8,76.2,23.8,1.1185480709075928
suppose,9,9,75.6,24.4,1.1268074309825897
suppose,9,10,75.4,24.6,1.1929930365085601
suppose,9,11,74.6,25.4,1.0910737278461455
suppose,10,0,74.0,26.0,1.0697934277057648
suppose,10,1,74.6,25.4,1.0845502457618714
suppose,10,2,75.2,24.8,1.117066794037819
suppose,10,3,74.0,26.0,1.0719554597139358
suppose,10,4,76.2,23.8,1.1563192181587219
suppose,10,5,75.4,24.6,1.0976256804466247
suppose,10,6,75.6,24.4,1.1413968609571457
suppose,10,7,73.8,26.2,1.1096486443281173
suppose,10,8,76.0,24.0,1.0953093050718308
suppose,10,9,75.0,25.0,1.0768411648273468
suppose,10,10,75.0,25.0,1.1425120459794997
suppose,10,11,73.8,26.2,1.0907024564743042
suppose,11,0,75.0,25.0,1.107116238117218
suppose,11,1,74.8,25.2,1.1276050612926483
suppose,11,2,74.2,25.8,1.0995532621145248
suppose,11,3,75.4,24.6,1.1106383665800095
suppose,11,4,75.2,24.8,1.1273922773599625
suppose,11,5,75.0,25.0,1.1011463820934295
suppose,11,6,74.8,25.2,1.125150503396988
suppose,11,7,74.8,25.2,1.1028136993646622
suppose,11,8,75.0,25.0,1.1200111348628998
suppose,11,9,74.4,25.6,1.1188017411231994
suppose,11,10,74.8,25.2,1.1217755824327469
suppose,11,11,75.0,25.0,1.1165981794595718
imagine,0,0,75.4,24.6,1.1738381150960921
imagine,0,1,73.6,26.4,1.0943542773723602
imagine,0,2,75.2,24.8,1.1656699894666671
imagine,0,3,74.6,25.4,1.138343347787857
imagine,0,4,74.6,25.4,1.101196632027626
imagine,0,5,75.6,24.4,1.182893921494484
imagine,0,6,75.0,25.0,1.1677036556005478
imagine,0,7,76.2,23.8,1.1973355145454407
imagine,0,8,75.2,24.8,1.1394231852293015
imagine,0,9,74.8,25.2,1.1941485576629638
imagine,0,10,76.0,24.0,1.1804789253473282
imagine,0,11,74.8,25.2,1.106173638343811
imagine,1,0,75.2,24.8,1.1800613003969191
imagine,1,1,76.0,24.0,1.1620002360343933
imagine,1,2,75.2,24.8,1.1363702154159545
imagine,1,3,75.6,24.4,1.1602191596031188
imagine,1,4,76.0,24.0,1.1780248118638992
imagine,1,5,74.8,25.2,1.115751540541649
imagine,1,6,75.8,24.2,1.158019308924675
imagine,1,7,74.6,25.4,1.090250871181488
imagine,1,8,74.6,25.4,1.118982528090477
imagine,1,9,75.2,24.8,1.1421104338169097
imagine,1,10,75.4,24.6,1.1598013657331467
imagine,1,11,75.2,24.8,1.1136115847826005
imagine,2,0,75.4,24.6,1.0990234897136688
imagine,2,1,75.6,24.4,1.1621095478534698
imagine,2,2,75.2,24.8,1.1027692310810089
imagine,2,3,75.6,24.4,1.1292754774093627
imagine,2,4,74.8,25.2,1.1017640155553818
imagine,2,5,74.4,25.6,1.0508716107606888
imagine,2,6,74.6,25.4,1.1254739799499511
imagine,2,7,73.4,26.6,1.0197149229049682
imagine,2,8,74.0,26.0,1.10019606256485
imagine,2,9,76.0,24.0,1.1726052839756012
imagine,2,10,74.8,25.2,1.0664172686338425
imagine,2,11,74.4,25.6,1.061541467308998
imagine,3,0,74.2,25.8,1.0842437542676926
imagine,3,1,75.2,24.8,1.1395526065826416
imagine,3,2,75.4,24.6,1.1028879067897797
imagine,3,3,75.6,24.4,1.1811452487707137
imagine,3,4,75.6,24.4,1.1222274827957153
imagine,3,5,74.0,26.0,1.1216208859682084
imagine,3,6,74.4,25.6,1.0654141715765
imagine,3,7,73.6,26.4,1.08088110601902
imagine,3,8,74.2,25.8,1.0896887716054917
imagine,3,9,75.6,24.4,1.1661555660963059
imagine,3,10,74.8,25.2,1.1347265158891677
imagine,3,11,73.8,26.2,1.0319843114614486
imagine,4,0,72.6,27.4,0.9610064803361893
imagine,4,1,73.4,26.6,1.063558236837387
imagine,4,2,74.8,25.2,1.1067614215612411
imagine,4,3,74.2,25.8,1.0850964710712432
imagine,4,4,74.4,25.6,1.112584197163582
imagine,4,5,74.8,25.2,1.1352141296863556
imagine,4,6,76.2,23.8,1.1705298702716826
imagine,4,7,74.4,25.6,1.107079150557518
imagine,4,8,75.6,24.4,1.1324765955209732
imagine,4,9,73.2,26.8,1.0109640892744065
imagine,4,10,75.6,24.4,1.1428611220121383
imagine,4,11,74.8,25.2,1.1296456475257874
imagine,5,0,74.2,25.8,1.0921208373308182
imagine,5,1,74.6,25.4,1.1441659845113754
imagine,5,2,75.6,24.4,1.1219315984249114
imagine,5,3,74.8,25.2,1.0927286348342895
imagine,5,4,75.4,24.6,1.136264375090599
imagine,5,5,74.6,25.4,1.0471301053762436
imagine,5,6,74.6,25.4,1.1027166197299958
imagine,5,7,74.4,25.6,1.1008667631149291
imagine,5,8,75.6,24.4,1.1459059916734695
imagine,5,9,75.0,25.0,1.1011642849445342
imagine,5,10,75.2,24.8,1.1627598620653152
imagine,5,11,73.8,26.2,1.047049992799759
imagine,6,0,73.6,26.4,1.1002703431844711
imagine,6,1,76.2,23.8,1.200367520570755
imagine,6,2,76.6,23.4,1.1689556543827058
imagine,6,3,73.4,26.6,1.0645253732204438
imagine,6,4,74.2,25.8,1.100862140417099
imagine,6,5,74.8,25.2,1.0950498385429381
imagine,6,6,75.2,24.8,1.1236357526779175
imagine,6,7,74.6,25.4,1.122974316239357
imagine,6,8,76.2,23.8,1.1784047533273696
imagine,6,9,75.4,24.6,1.129690477490425
imagine,6,10,74.2,25.8,1.0677380994558334
imagine,6,11,74.4,25.6,1.1237098375558854
imagine,7,0,74.6,25.4,1.1446857224702836
imagine,7,1,74.0,26.0,1.117314693212509
imagine,7,2,75.8,24.2,1.1540057586431502
imagine,7,3,75.6,24.4,1.1740165357589722
imagine,7,4,75.2,24.8,1.0978040615320206
imagine,7,5,74.4,25.6,1.0833868842124939
imagine,7,6,75.0,25.0,1.145519819021225
imagine,7,7,75.4,24.6,1.1457381476163864
imagine,7,8,75.2,24.8,1.1459007662534715
imagine,7,9,75.4,24.6,1.1264190989732743
imagine,7,10,75.2,24.8,1.1370545980930329
imagine,7,11,74.4,25.6,1.0769522988796234
imagine,8,0,74.6,25.4,1.0792619109153747
imagine,8,1,75.0,25.0,1.135675339460373
imagine,8,2,74.4,25.6,1.0863221468925477
imagine,8,3,74.0,26.0,1.0643383793830872
imagine,8,4,75.6,24.4,1.149674395084381
imagine,8,5,75.6,24.4,1.1837334498167038
imagine,8,6,75.4,24.6,1.1312692292928697
imagine,8,7,75.0,25.0,1.153721086859703
imagine,8,8,75.2,24.8,1.1160124020576476
imagine,8,9,74.4,25.6,1.0761700257062912
imagine,8,10,75.8,24.2,1.211485816001892
imagine,8,11,73.8,26.2,1.0639199810028077
imagine,9,0,75.2,24.8,1.143520449757576
imagine,9,1,75.4,24.6,1.1801159524917602
imagine,9,2,75.2,24.8,1.1639560265541076
imagine,9,3,73.8,26.2,1.121324635744095
imagine,9,4,75.4,24.6,1.153264145731926
imagine,9,5,75.6,24.4,1.1266931545734407
imagine,9,6,75.4,24.6,1.1662041797637939
imagine,9,7,74.8,25.2,1.1479663825035096
imagine,9,8,76.2,23.8,1.1185480709075928
imagine,9,9,75.6,24.4,1.1268074309825897
imagine,9,10,75.4,24.6,1.1929930365085601
imagine,9,11,74.6,25.4,1.0910737278461455
imagine,10,0,74.0,26.0,1.0697934277057648
imagine,10,1,74.6,25.4,1.0845502457618714
imagine,10,2,75.2,24.8,1.117066794037819
imagine,10,3,74.0,26.0,1.0719554597139358
imagine,10,4,76.2,23.8,1.1563192181587219
imagine,10,5,75.4,24.6,1.0976256804466247
imagine,10,6,75.6,24.4,1.1413968609571457
imagine,10,7,73.8,26.2,1.1096486443281173
imagine,10,8,76.0,24.0,1.0953093050718308
imagine,10,9,75.0,25.0,1.0768411648273468
imagine,10,10,75.0,25.0,1.1425120459794997
imagine,10,11,73.8,26.2,1.0907024564743042
imagine,11,0,75.0,25.0,1.107116238117218
imagine,11,1,74.8,25.2,1.1276050612926483
imagine,11,2,74.2,25.8,1.0995532621145248
imagine,11,3,75.4,24.6,1.1106383665800095
imagine,11,4,75.2,24.8,1.1273922773599625
imagine,11,5,75.0,25.0,1.1011463820934295
imagine,11,6,74.8,25.2,1.125150503396988
imagine,11,7,74.8,25.2,1.1028136993646622
imagine,11,8,75.0,25.0,1.1200111348628998
imagine,11,9,74.4,25.6,1.1188017411231994
imagine,11,10,74.8,25.2,1.1217755824327469
imagine,11,11,75.0,25.0,1.1165981794595718
state,0,0,75.4,24.6,1.1738381150960921
state,0,1,73.6,26.4,1.0943542773723602
state,0,2,75.2,24.8,1.1656699894666671
state,0,3,74.6,25.4,1.138343347787857
state,0,4,74.6,25.4,1.101196632027626
state,0,5,75.6,24.4,1.182893921494484
state,0,6,75.0,25.0,1.1677036556005478
state,0,7,76.2,23.8,1.1973355145454407
state,0,8,75.2,24.8,1.1394231852293015
state,0,9,74.8,25.2,1.1941485576629638
state,0,10,76.0,24.0,1.1804789253473282
state,0,11,74.8,25.2,1.106173638343811
state,1,0,75.2,24.8,1.1800613003969191
state,1,1,76.0,24.0,1.1620002360343933
state,1,2,75.2,24.8,1.1363702154159545
state,1,3,75.6,24.4,1.1602191596031188
state,1,4,76.0,24.0,1.1780248118638992
state,1,5,74.8,25.2,1.115751540541649
state,1,6,75.8,24.2,1.158019308924675
state,1,7,74.6,25.4,1.090250871181488
state,1,8,74.6,25.4,1.118982528090477
state,1,9,75.2,24.8,1.1421104338169097
state,1,10,75.4,24.6,1.1598013657331467
state,1,11,75.2,24.8,1.1136115847826005
state,2,0,75.4,24.6,1.0990234897136688
state,2,1,75.6,24.4,1.1621095478534698
state,2,2,75.2,24.8,1.1027692310810089
state,2,3,75.6,24.4,1.1292754774093627
state,2,4,74.8,25.2,1.1017640155553818
state,2,5,74.4,25.6,1.0508716107606888
state,2,6,74.6,25.4,1.1254739799499511
state,2,7,73.4,26.6,1.0197149229049682
state,2,8,74.0,26.0,1.10019606256485
state,2,9,76.0,24.0,1.1726052839756012
state,2,10,74.8,25.2,1.0664172686338425
state,2,11,74.4,25.6,1.061541467308998
state,3,0,74.2,25.8,1.0842437542676926
state,3,1,75.2,24.8,1.1395526065826416
state,3,2,75.4,24.6,1.1028879067897797
state,3,3,75.6,24.4,1.1811452487707137
state,3,4,75.6,24.4,1.1222274827957153
state,3,5,74.0,26.0,1.1216208859682084
state,3,6,74.4,25.6,1.0654141715765
state,3,7,73.6,26.4,1.08088110601902
state,3,8,74.2,25.8,1.0896887716054917
state,3,9,75.6,24.4,1.1661555660963059
state,3,10,74.8,25.2,1.1347265158891677
state,3,11,73.8,26.2,1.0319843114614486
state,4,0,72.6,27.4,0.9610064803361893
state,4,1,73.4,26.6,1.063558236837387
state,4,2,74.8,25.2,1.1067614215612411
state,4,3,74.2,25.8,1.0850964710712432
state,4,4,74.4,25.6,1.112584197163582
state,4,5,74.8,25.2,1.1352141296863556
state,4,6,76.2,23.8,1.1705298702716826
state,4,7,74.4,25.6,1.107079150557518
state,4,8,75.6,24.4,1.1324765955209732
state,4,9,73.2,26.8,1.0109640892744065
state,4,10,75.6,24.4,1.1428611220121383
state,4,11,74.8,25.2,1.1296456475257874
state,5,0,74.2,25.8,1.0921208373308182
state,5,1,74.6,25.4,1.1441659845113754
state,5,2,75.6,24.4,1.1219315984249114
state,5,3,74.8,25.2,1.0927286348342895
state,5,4,75.4,24.6,1.136264375090599
state,5,5,74.6,25.4,1.0471301053762436
state,5,6,74.6,25.4,1.1027166197299958
state,5,7,74.4,25.6,1.1008667631149291
state,5,8,75.6,24.4,1.1459059916734695
state,5,9,75.0,25.0,1.1011642849445342
state,5,10,75.2,24.8,1.1627598620653152
state,5,11,73.8,26.2,1.047049992799759
state,6,0,73.6,26.4,1.1002703431844711
state,6,1,76.2,23.8,1.200367520570755
state,6,2,76.6,23.4,1.1689556543827058
state,6,3,73.4,26.6,1.0645253732204438
state,6,4,74.2,25.8,1.100862140417099
state,6,5,74.8,25.2,1.0950498385429381
state,6,6,75.2,24.8,1.1236357526779175
state,6,7,74.6,25.4,1.122974316239357
state,6,8,76.2,23.8,1.1784047533273696
state,6,9,75.4,24.6,1.129690477490425
state,6,10,74.2,25.8,1.0677380994558334
state,6,11,74.4,25.6,1.1237098375558854
state,7,0,74.6,25.4,1.1446857224702836
state,7,1,74.0,26.0,1.117314693212509
state,7,2,75.8,24.2,1.1540057586431502
state,7,3,75.6,24.4,1.1740165357589722
state,7,4,75.2,24.8,1.0978040615320206
state,7,5,74.4,25.6,1.0833868842124939
state,7,6,75.0,25.0,1.145519819021225
state,7,7,75.4,24.6,1.1457381476163864
state,7,8,75.2,24.8,1.1459007662534715
state,7,9,75.4,24.6,1.1264190989732743
state,7,10,75.2,24.8,1.1370545980930329
state,7,11,74.4,25.6,1.0769522988796234
state,8,0,74.6,25.4,1.0792619109153747
state,8,1,75.0,25.0,1.135675339460373
state,8,2,74.4,25.6,1.0863221468925477
state,8,3,74.0,26.0,1.0643383793830872
state,8,4,75.6,24.4,1.149674395084381
state,8,5,75.6,24.4,1.1837334498167038
state,8,6,75.4,24.6,1.1312692292928697
state,8,7,75.0,25.0,1.153721086859703
state,8,8,75.2,24.8,1.1160124020576476
state,8,9,74.4,25.6,1.0761700257062912
state,8,10,75.8,24.2,1.211485816001892
state,8,11,73.8,26.2,1.0639199810028077
state,9,0,75.2,24.8,1.143520449757576
state,9,1,75.4,24.6,1.1801159524917602
state,9,2,75.2,24.8,1.1639560265541076
state,9,3,73.8,26.2,1.121324635744095
state,9,4,75.4,24.6,1.153264145731926
state,9,5,75.6,24.4,1.1266931545734407
state,9,6,75.4,24.6,1.1662041797637939
state,9,7,74.8,25.2,1.1479663825035096
state,9,8,76.2,23.8,1.1185480709075928
state,9,9,75.6,24.4,1.1268074309825897
state,9,10,75.4,24.6,1.1929930365085601
state,9,11,74.6,25.4,1.0910737278461455
state,10,0,74.0,26.0,1.0697934277057648
state,10,1,74.6,25.4,1.0845502457618714
state,10,2,75.2,24.8,1.117066794037819
state,10,3,74.0,26.0,1.0719554597139358
state,10,4,76.2,23.8,1.1563192181587219
state,10,5,75.4,24.6,1.0976256804466247
state,10,6,75.6,24.4,1.1413968609571457
state,10,7,73.8,26.2,1.1096486443281173
state,10,8,76.0,24.0,1.0953093050718308
state,10,9,75.0,25.0,1.0768411648273468
state,10,10,75.0,25.0,1.1425120459794997
state,10,11,73.8,26.2,1.0907024564743042
state,11,0,75.0,25.0,1.107116238117218
state,11,1,74.8,25.2,1.1276050612926483
state,11,2,74.2,25.8,1.0995532621145248
state,11,3,75.4,24.6,1.1106383665800095
state,11,4,75.2,24.8,1.1273922773599625
state,11,5,75.0,25.0,1.1011463820934295
state,11,6,74.8,25.2,1.125150503396988
state,11,7,74.8,25.2,1.1028136993646622
state,11,8,75.0,25.0,1.1200111348628998
state,11,9,74.4,25.6,1.1188017411231994
state,11,10,74.8,25.2,1.1217755824327469
state,11,11,75.0,25.0,1.1165981794595718
describe,0,0,75.4,24.6,1.1738381150960921
describe,0,1,73.6,26.4,1.0943542773723602
describe,0,2,75.2,24.8,1.1656699894666671
describe,0,3,74.6,25.4,1.138343347787857
describe,0,4,74.6,25.4,1.101196632027626
describe,0,5,75.6,24.4,1.182893921494484
describe,0,6,75.0,25.0,1.1677036556005478
describe,0,7,76.2,23.8,1.1973355145454407
describe,0,8,75.2,24.8,1.1394231852293015
describe,0,9,74.8,25.2,1.1941485576629638
describe,0,10,76.0,24.0,1.1804789253473282
describe,0,11,74.8,25.2,1.106173638343811
describe,1,0,75.2,24.8,1.1800613003969191
describe,1,1,76.0,24.0,1.1620002360343933
describe,1,2,75.2,24.8,1.1363702154159545
describe,1,3,75.6,24.4,1.1602191596031188
describe,1,4,76.0,24.0,1.1780248118638992
describe,1,5,74.8,25.2,1.115751540541649
describe,1,6,75.8,24.2,1.158019308924675
describe,1,7,74.6,25.4,1.090250871181488
describe,1,8,74.6,25.4,1.118982528090477
describe,1,9,75.2,24.8,1.1421104338169097
describe,1,10,75.4,24.6,1.1598013657331467
describe,1,11,75.2,24.8,1.1136115847826005
describe,2,0,75.4,24.6,1.0990234897136688
describe,2,1,75.6,24.4,1.1621095478534698
describe,2,2,75.2,24.8,1.1027692310810089
describe,2,3,75.6,24.4,1.1292754774093627
describe,2,4,74.8,25.2,1.1017640155553818
describe,2,5,74.4,25.6,1.0508716107606888
describe,2,6,74.6,25.4,1.1254739799499511
describe,2,7,73.4,26.6,1.0197149229049682
describe,2,8,74.0,26.0,1.10019606256485
describe,2,9,76.0,24.0,1.1726052839756012
describe,2,10,74.8,25.2,1.0664172686338425
describe,2,11,74.4,25.6,1.061541467308998
describe,3,0,74.2,25.8,1.0842437542676926
describe,3,1,75.2,24.8,1.1395526065826416
describe,3,2,75.4,24.6,1.1028879067897797
describe,3,3,75.6,24.4,1.1811452487707137
describe,3,4,75.6,24.4,1.1222274827957153
describe,3,5,74.0,26.0,1.1216208859682084
describe,3,6,74.4,25.6,1.0654141715765
describe,3,7,73.6,26.4,1.08088110601902
describe,3,8,74.2,25.8,1.0896887716054917
describe,3,9,75.6,24.4,1.1661555660963059
describe,3,10,74.8,25.2,1.1347265158891677
describe,3,11,73.8,26.2,1.0319843114614486
describe,4,0,72.6,27.4,0.9610064803361893
describe,4,1,73.4,26.6,1.063558236837387
describe,4,2,74.8,25.2,1.1067614215612411
describe,4,3,74.2,25.8,1.0850964710712432
describe,4,4,74.4,25.6,1.112584197163582
describe,4,5,74.8,25.2,1.1352141296863556
describe,4,6,76.2,23.8,1.1705298702716826
describe,4,7,74.4,25.6,1.107079150557518
describe,4,8,75.6,24.4,1.1324765955209732
describe,4,9,73.2,26.8,1.0109640892744065
describe,4,10,75.6,24.4,1.1428611220121383
describe,4,11,74.8,25.2,1.1296456475257874
describe,5,0,74.2,25.8,1.0921208373308182
describe,5,1,74.6,25.4,1.1441659845113754
describe,5,2,75.6,24.4,1.1219315984249114
describe,5,3,74.8,25.2,1.0927286348342895
describe,5,4,75.4,24.6,1.136264375090599
describe,5,5,74.6,25.4,1.0471301053762436
describe,5,6,74.6,25.4,1.1027166197299958
describe,5,7,74.4,25.6,1.1008667631149291
describe,5,8,75.6,24.4,1.1459059916734695
describe,5,9,75.0,25.0,1.1011642849445342
describe,5,10,75.2,24.8,1.1627598620653152
describe,5,11,73.8,26.2,1.047049992799759
describe,6,0,73.6,26.4,1.1002703431844711
describe,6,1,76.2,23.8,1.200367520570755
describe,6,2,76.6,23.4,1.1689556543827058
describe,6,3,73.4,26.6,1.0645253732204438
describe,6,4,74.2,25.8,1.100862140417099
describe,6,5,74.8,25.2,1.0950498385429381
describe,6,6,75.2,24.8,1.1236357526779175
describe,6,7,74.6,25.4,1.122974316239357
describe,6,8,76.2,23.8,1.1784047533273696
describe,6,9,75.4,24.6,1.129690477490425
describe,6,10,74.2,25.8,1.0677380994558334
describe,6,11,74.4,25.6,1.1237098375558854
describe,7,0,74.6,25.4,1.1446857224702836
describe,7,1,74.0,26.0,1.117314693212509
describe,7,2,75.8,24.2,1.1540057586431502
describe,7,3,75.6,24.4,1.1740165357589722
describe,7,4,75.2,24.8,1.0978040615320206
describe,7,5,74.4,25.6,1.0833868842124939
describe,7,6,75.0,25.0,1.145519819021225
describe,7,7,75.4,24.6,1.1457381476163864
describe,7,8,75.2,24.8,1.1459007662534715
describe,7,9,75.4,24.6,1.1264190989732743
describe,7,10,75.2,24.8,1.1370545980930329
describe,7,11,74.4,25.6,1.0769522988796234
describe,8,0,74.6,25.4,1.0792619109153747
describe,8,1,75.0,25.0,1.135675339460373
describe,8,2,74.4,25.6,1.0863221468925477
describe,8,3,74.0,26.0,1.0643383793830872
describe,8,4,75.6,24.4,1.149674395084381
describe,8,5,75.6,24.4,1.1837334498167038
describe,8,6,75.4,24.6,1.1312692292928697
describe,8,7,75.0,25.0,1.153721086859703
describe,8,8,75.2,24.8,1.1160124020576476
describe,8,9,74.4,25.6,1.0761700257062912
describe,8,10,75.8,24.2,1.211485816001892
describe,8,11,73.8,26.2,1.0639199810028077
describe,9,0,75.2,24.8,1.143520449757576
describe,9,1,75.4,24.6,1.1801159524917602
describe,9,2,75.2,24.8,1.1639560265541076
describe,9,3,73.8,26.2,1.121324635744095
describe,9,4,75.4,24.6,1.153264145731926
describe,9,5,75.6,24.4,1.1266931545734407
describe,9,6,75.4,24.6,1.1662041797637939
describe,9,7,74.8,25.2,1.1479663825035096
describe,9,8,76.2,23.8,1.1185480709075928
describe,9,9,75.6,24.4,1.1268074309825897
describe,9,10,75.4,24.6,1.1929930365085601
describe,9,11,74.6,25.4,1.0910737278461455
describe,10,0,74.0,26.0,1.0697934277057648
describe,10,1,74.6,25.4,1.0845502457618714
describe,10,2,75.2,24.8,1.117066794037819
describe,10,3,74.0,26.0,1.0719554597139358
describe,10,4,76.2,23.8,1.1563192181587219
describe,10,5,75.4,24.6,1.0976256804466247
describe,10,6,75.6,24.4,1.1413968609571457
describe,10,7,73.8,26.2,1.1096486443281173
describe,10,8,76.0,24.0,1.0953093050718308
describe,10,9,75.0,25.0,1.0768411648273468
describe,10,10,75.0,25.0,1.1425120459794997
describe,10,11,73.8,26.2,1.0907024564743042
describe,11,0,75.0,25.0,1.107116238117218
describe,11,1,74.8,25.2,1.1276050612926483
describe,11,2,74.2,25.8,1.0995532621145248
describe,11,3,75.4,24.6,1.1106383665800095
describe,11,4,75.2,24.8,1.1273922773599625
describe,11,5,75.0,25.0,1.1011463820934295
describe,11,6,74.8,25.2,1.125150503396988
describe,11,7,74.8,25.2,1.1028136993646622
describe,11,8,75.0,25.0,1.1200111348628998
describe,11,9,74.4,25.6,1.1188017411231994
describe,11,10,74.8,25.2,1.1217755824327469
describe,11,11,75.0,25.0,1.1165981794595718
