premise,layer,head,factual%,cf%,delta
redefine,9,10,73.8,26.2,1.0368534843921662
redefine,9,11,73.2,26.8,0.9176383239030838
redefine,10,0,73.0,27.0,0.8940571031570435
redefine,10,1,71.8,28.2,0.9145798575878143
redefine,10,2,72.8,27.2,0.944845911026001
redefine,10,3,72.0,28.0,0.9041621981859207
redefine,10,4,74.2,25.8,0.9821627821922302
redefine,10,5,73.0,27.0,0.920480823636055
redefine,10,6,74.4,25.6,0.9735485244989395
redefine,10,7,72.6,27.4,0.9260663248300552
redefine,10,8,73.0,27.0,0.9297794351577758
redefine,10,9,72.2,27.8,0.9126111875772476
redefine,10,10,73.0,27.0,0.9633989003896714
redefine,10,11,72.6,27.4,0.9178137630224228
redefine,11,0,73.0,27.0,0.9344129164218903
redefine,11,1,72.6,27.4,0.9551738600730896
redefine,11,2,73.0,27.0,0.931142575263977
redefine,11,3,72.8,27.2,0.9420580285787582
redefine,11,4,72.6,27.4,0.9528799207210541
redefine,11,5,72.6,27.4,0.9355979924201965
redefine,11,6,73.4,26.6,0.953648006439209
redefine,11,7,73.2,26.8,0.9343531775474548
redefine,11,8,73.2,26.8,0.9464958056211471
redefine,11,9,73.2,26.8,0.9509146912097931
redefine,11,10,72.8,27.2,0.9434551881551743
redefine,11,11,73.4,26.6,0.9419774191379547
define,0,0,73.2,26.8,0.9970704420804978
define,0,1,72.8,27.2,0.9208878687620163
define,0,2,73.8,26.2,0.9955470939874649
define,0,3,73.4,26.6,0.9833018559217453
define,0,4,72.2,27.8,0.9480658544301986
define,0,5,73.8,26.2,0.9599782354831695
define,0,6,73.8,26.2,0.9600770270824432
define,0,7,73.8,26.2,0.9666587188243866
define,0,8,73.6,26.4,0.9448227421045303
define,0,9,73.6,26.4,1.04535085606575
define,0,10,72.6,27.4,0.9510246051549911
define,0,11,72.4,27.6,0.9381426006555558
define,1,0,73.8,26.2,1.013185037255287
define,1,1,73.2,26.8,0.9744734658002854
define,1,2,73.0,27.0,0.9620820380449295
define,1,3,73.4,26.6,0.9598763213157654
define,1,4,74.6,25.4,1.002166143298149
define,1,5,73.2,26.8,0.9648485387563706
define,1,6,73.2,26.8,0.9722544020414352
define,1,7,72.4,27.6,0.9006458923816681
define,1,8,73.4,26.6,0.9708609886169434
define,1,9,73.4,26.6,0.9752174673080445
define,1,10,73.6,26.4,0.9772397302389145
define,1,11,72.6,27.4,0.919396639585495
define,2,0,73.8,26.2,0.9562011096477508
define,2,1,74.4,25.6,0.9969969716072082
define,2,2,73.2,26.8,0.9380821964740753
define,2,3,73.2,26.8,0.9772418782711029
define,2,4,72.8,27.2,0.9169766476154327
define,2,5,72.4,27.6,0.9144470440149307
define,2,6,73.2,26.8,0.9775399450063705
define,2,7,71.6,28.4,0.8684693621397018
define,2,8,72.2,27.8,0.9197647219896317
define,2,9,74.0,26.0,1.017372069478035
define,2,10,73.2,26.8,0.9527800161838531
define,2,11,71.6,28.4,0.8799251973628998
define,3,0,73.0,27.0,0.9466800947189331
define,3,1,73.6,26.4,0.9831773285865784
define,3,2,73.4,26.6,0.9248270423412323
define,3,3,72.6,27.4,0.9828262324333191
define,3,4,73.4,26.6,0.9695044831037521
define,3,5,73.0,27.0,0.9913428084850311
define,3,6,72.8,27.2,0.9337707082033158
define,3,7,73.2,26.8,0.9385737570524215
define,3,8,72.4,27.6,0.9254717870950698
define,3,9,73.8,26.2,0.9900729435682297
define,3,10,73.2,26.8,0.9841112192869187
define,3,11,72.0,28.0,0.8623332040309906
define,4,0,71.0,29.0,0.8042420992851257
define,4,1,71.4,28.6,0.8759279423952102
define,4,2,73.2,26.8,0.9286487114429474
define,4,3,71.6,28.4,0.9144375448226929
define,4,4,72.6,27.4,0.9139112728834152
define,4,5,73.4,26.6,0.9802063113451004
define,4,6,74.2,25.8,1.0334742596149444
define,4,7,73.6,26.4,0.9297266401052475
define,4,8,73.2,26.8,0.9600889892578125
define,4,9,71.2,28.8,0.8533216012716294
define,4,10,73.6,26.4,1.0038712924718858
define,4,11,73.2,26.8,0.9549714382886887
define,5,0,72.8,27.2,0.9115565792322159
define,5,1,74.0,26.0,0.9987643443346024
define,5,2,73.6,26.4,0.9575034942626953
define,5,3,73.0,27.0,0.9206942938566208
define,5,4,73.6,26.4,0.9817618033885955
define,5,5,72.4,27.6,0.8963002951145173
define,5,6,73.0,27.0,0.9650094854831696
define,5,7,73.4,26.6,0.9556397225856781
define,5,8,74.8,25.2,1.015839997291565
define,5,9,72.8,27.2,0.9513685122728348
define,5,10,74.4,25.6,1.0270296429395676
define,5,11,72.0,28.0,0.8853617539405823
define,6,0,73.4,26.6,0.9584077680110932
define,6,1,74.6,25.4,1.0203614313602447
define,6,2,74.0,26.0,1.0113629071712493
define,6,3,71.8,28.2,0.8875663582086563
define,6,4,72.0,28.0,0.8983674037456513
define,6,5,73.2,26.8,0.909563512802124
define,6,6,73.8,26.2,0.9909581818580627
define,6,7,73.6,26.4,0.9623251544237137
define,6,8,74.0,26.0,1.0231444432735444
define,6,9,74.0,26.0,0.9500266321897507
define,6,10,72.2,27.8,0.8882057985067368
define,6,11,73.8,26.2,0.9584818172454834
define,7,0,73.6,26.4,0.9793147779703141
define,7,1,73.4,26.6,0.9376690911054611
define,7,2,74.2,25.8,0.9731934561729431
define,7,3,74.2,25.8,0.9998480604887009
define,7,4,73.0,27.0,0.9102078557014466
define,7,5,72.6,27.4,0.9161466081142425
define,7,6,74.4,25.6,0.9898737725019455
define,7,7,72.8,27.2,0.9660388915538788
define,7,8,73.6,26.4,0.984265151143074
define,7,9,73.6,26.4,0.9728572360277176
define,7,10,73.2,26.8,0.9822902793884277
define,7,11,72.0,28.0,0.8832324452400208
define,8,0,72.2,27.8,0.9057853254079818
define,8,1,72.6,27.4,0.9717609133720398
define,8,2,72.4,27.6,0.9109801820516586
define,8,3,71.4,28.6,0.8669733058214187
define,8,4,74.0,26.0,0.9647989109754562
define,8,5,74.0,26.0,1.0143757984638213
define,8,6,74.2,25.8,0.9607182730436326
define,8,7,73.4,26.6,0.9976377745866776
define,8,8,73.2,26.8,0.9508862999677659
define,8,9,72.4,27.6,0.9261232467889786
define,8,10,74.4,25.6,1.0493774880170823
define,8,11,73.2,26.8,0.8898023872375488
define,9,0,73.6,26.4,0.9815177960395813
define,9,1,73.6,26.4,1.0094340294599533
define,9,2,73.2,26.8,0.9993255743980408
define,9,3,72.4,27.6,0.9396124721765519
define,9,4,73.4,26.6,0.9836916553974152
define,9,5,73.4,26.6,0.9523909953832627
define,9,6,73.4,26.6,1.02364459502697
define,9,7,73.4,26.6,0.9779521961212159
define,9,8,73.2,26.8,0.9543554508686065
define,9,9,74.0,26.0,0.9588153778314591
define,9,10,73.8,26.2,1.0368534843921662
define,9,11,73.2,26.8,0.9176383239030838
define,10,0,73.0,27.0,0.8940571031570435
define,10,1,71.8,28.2,0.9145798575878143
define,10,2,72.8,27.2,0.944845911026001
define,10,3,72.0,28.0,0.9041621981859207
define,10,4,74.2,25.8,0.9821627821922302
define,10,5,73.0,27.0,0.920480823636055
define,10,6,74.4,25.6,0.9735485244989395
define,10,7,72.6,27.4,0.9260663248300552
define,10,8,73.0,27.0,0.9297794351577758
define,10,9,72.2,27.8,0.9126111875772476
define,10,10,73.0,27.0,0.9633989003896714
define,10,11,72.6,27.4,0.9178137630224228
define,11,0,73.0,27.0,0.9344129164218903
define,11,1,72.6,27.4,0.9551738600730896
define,11,2,73.0,27.0,0.931142575263977
define,11,3,72.8,27.2,0.9420580285787582
define,11,4,72.6,27.4,0.9528799207210541
define,11,5,72.6,27.4,0.9355979924201965
define,11,6,73.4,26.6,0.953648006439209
define,11,7,73.2,26.8,0.9343531775474548
define,11,8,73.2,26.8,0.9464958056211471
define,11,9,73.2,26.8,0.9509146912097931
define,11,10,72.8,27.2,0.9434551881551743
define,11,11,73.4,26.6,0.9419774191379547
verify,0,0,73.2,26.8,0.9970704420804978
verify,0,1,72.8,27.2,0.9208878687620163
verify,0,2,73.8,26.2,0.9955470939874649
verify,0,3,73.4,26.6,0.9833018559217453
verify,0,4,72.2,27.8,0.9480658544301986
verify,0,5,73.8,26.2,0.9599782354831695
verify,0,6,73.8,26.2,0.9600770270824432
verify,0,7,73.8,26.2,0.9666587188243866
verify,0,8,73.6,26.4,0.9448227421045303
verify,0,9,73.6,26.4,1.04535085606575
verify,0,10,72.6,27.4,0.9510246051549911
verify,0,11,72.4,27.6,0.9381426006555558
verify,1,0,73.8,26.2,1.013185037255287
verify,1,1,73.2,26.8,0.9744734658002854
verify,1,2,73.0,27.0,0.9620820380449295
verify,1,3,73.4,26.6,0.9598763213157654
verify,1,4,74.6,25.4,1.002166143298149
verify,1,5,73.2,26.8,0.9648485387563706
verify,1,6,73.2,26.8,0.9722544020414352
verify,1,7,72.4,27.6,0.9006458923816681
verify,1,8,73.4,26.6,0.9708609886169434
verify,1,9,73.4,26.6,0.9752174673080445
verify,1,10,73.6,26.4,0.9772397302389145
verify,1,11,72.6,27.4,0.919396639585495
verify,2,0,73.8,26.2,0.9562011096477508
verify,2,1,74.4,25.6,0.9969969716072082
verify,2,2,73.2,26.8,0.9380821964740753
verify,2,3,73.2,26.8,0.9772418782711029
verify,2,4,72.8,27.2,0.9169766476154327
verify,2,5,72.4,27.6,0.9144470440149307
verify,2,6,73.2,26.8,0.9775399450063705
verify,2,7,71.6,28.4,0.8684693621397018
verify,2,8,72.2,27.8,0.9197647219896317
verify,2,9,74.0,26.0,1.017372069478035
verify,2,10,73.2,26.8,0.9527800161838531
verify,2,11,71.6,28.4,0.8799251973628998
verify,3,0,73.0,27.0,0.9466800947189331
verify,3,1,73.6,26.4,0.9831773285865784
verify,3,2,73.4,26.6,0.9248270423412323
verify,3,3,72.6,27.4,0.9828262324333191
verify,3,4,73.4,26.6,0.9695044831037521
verify,3,5,73.0,27.0,0.9913428084850311
verify,3,6,72.8,27.2,0.9337707082033158
verify,3,7,73.2,26.8,0.9385737570524215
verify,3,8,72.4,27.6,0.9254717870950698
verify,3,9,73.8,26.2,0.9900729435682297
verify,3,10,73.2,26.8,0.9841112192869187
verify,3,11,72.0,28.0,0.8623332040309906
verify,4,0,71.0,29.0,0.8042420992851257
verify,4,1,71.4,28.6,0.8759279423952102
verify,4,2,73.2,26.8,0.9286487114429474
verify,4,3,71.6,28.4,0.9144375448226929
verify,4,4,72.6,27.4,0.9139112728834152
verify,4,5,73.4,26.6,0.9802063113451004
verify,4,6,74.2,25.8,1.0334742596149444
verify,4,7,73.6,26.4,0.9297266401052475
verify,4,8,73.2,26.8,0.9600889892578125
verify,4,9,71.2,28.8,0.8533216012716294
verify,4,10,73.6,26.4,1.0038712924718858
verify,4,11,73.2,26.8,0.9549714382886887
verify,5,0,72.8,27.2,0.9115565792322159
verify,5,1,74.0,26.0,0.9987643443346024
verify,5,2,73.6,26.4,0.9575034942626953
verify,5,3,73.0,27.0,0.9206942938566208
verify,5,4,73.6,26.4,0.9817618033885955
verify,5,5,72.4,27.6,0.8963002951145173
verify,5,6,73.0,27.0,0.9650094854831696
verify,5,7,73.4,26.6,0.9556397225856781
verify,5,8,74.8,25.2,1.015839997291565
verify,5,9,72.8,27.2,0.9513685122728348
verify,5,10,74.4,25.6,1.0270296429395676
verify,5,11,72.0,28.0,0.8853617539405823
verify,6,0,73.4,26.6,0.9584077680110932
verify,6,1,74.6,25.4,1.0203614313602447
verify,6,2,74.0,26.0,1.0113629071712493
verify,6,3,71.8,28.2,0.8875663582086563
verify,6,4,72.0,28.0,0.8983674037456513
verify,6,5,73.2,26.8,0.909563512802124
verify,6,6,73.8,26.2,0.9909581818580627
verify,6,7,73.6,26.4,0.9623251544237137
verify,6,8,74.0,26.0,1.0231444432735444
verify,6,9,74.0,26.0,0.9500266321897507
verify,6,10,72.2,27.8,0.8882057985067368
verify,6,11,73.8,26.2,0.9584818172454834
verify,7,0,73.6,26.4,0.9793147779703141
verify,7,1,73.4,26.6,0.9376690911054611
verify,7,2,74.2,25.8,0.9731934561729431
verify,7,3,74.2,25.8,0.9998480604887009
verify,7,4,73.0,27.0,0.9102078557014466
verify,7,5,72.6,27.4,0.9161466081142425
verify,7,6,74.4,25.6,0.9898737725019455
verify,7,7,72.8,27.2,0.9660388915538788
verify,7,8,73.6,26.4,0.984265151143074
verify,7,9,73.6,26.4,0.9728572360277176
verify,7,10,73.2,26.8,0.9822902793884277
verify,7,11,72.0,28.0,0.8832324452400208
verify,8,0,72.2,27.8,0.9057853254079818
verify,8,1,72.6,27.4,0.9717609133720398
verify,8,2,72.4,27.6,0.9109801820516586
verify,8,3,71.4,28.6,0.8669733058214187
verify,8,4,74.0,26.0,0.9647989109754562
verify,8,5,74.0,26.0,1.0143757984638213
verify,8,6,74.2,25.8,0.9607182730436326
verify,8,7,73.4,26.6,0.9976377745866776
verify,8,8,73.2,26.8,0.9508862999677659
verify,8,9,72.4,27.6,0.9261232467889786
verify,8,10,74.4,25.6,1.0493774880170823
verify,8,11,73.2,26.8,0.8898023872375488
verify,9,0,73.6,26.4,0.9815177960395813
verify,9,1,73.6,26.4,1.0094340294599533
verify,9,2,73.2,26.8,0.9993255743980408
verify,9,3,72.4,27.6,0.9396124721765519
verify,9,4,73.4,26.6,0.9836916553974152
verify,9,5,73.4,26.6,0.9523909953832627
verify,9,6,73.4,26.6,1.02364459502697
verify,9,7,73.4,26.6,0.9779521961212159
verify,9,8,73.2,26.8,0.9543554508686065
verify,9,9,74.0,26.0,0.9588153778314591
verify,9,10,73.8,26.2,1.0368534843921662
verify,9,11,73.2,26.8,0.9176383239030838
verify,10,0,73.0,27.0,0.8940571031570435
verify,10,1,71.8,28.2,0.9145798575878143
verify,10,2,72.8,27.2,0.944845911026001
verify,10,3,72.0,28.0,0.9041621981859207
verify,10,4,74.2,25.8,0.9821627821922302
verify,10,5,73.0,27.0,0.920480823636055
verify,10,6,74.4,25.6,0.9735485244989395
verify,10,7,72.6,27.4,0.9260663248300552
verify,10,8,73.0,27.0,0.9297794351577758
verify,10,9,72.2,27.8,0.9126111875772476
verify,10,10,73.0,27.0,0.9633989003896714
verify,10,11,72.6,27.4,0.9178137630224228
verify,11,0,73.0,27.0,0.9344129164218903
verify,11,1,72.6,27.4,0.9551738600730896
verify,11,2,73.0,27.0,0.931142575263977
verify,11,3,72.8,27.2,0.9420580285787582
verify,11,4,72.6,27.4,0.9528799207210541
verify,11,5,72.6,27.4,0.9355979924201965
verify,11,6,73.4,26.6,0.953648006439209
verify,11,7,73.2,26.8,0.9343531775474548
verify,11,8,73.2,26.8,0.9464958056211471
verify,11,9,73.2,26.8,0.9509146912097931
verify,11,10,72.8,27.2,0.9434551881551743
verify,11,11,73.4,26.6,0.9419774191379547
confirm,0,0,73.2,26.8,0.9970704420804978
confirm,0,1,72.8,27.2,0.9208878687620163
confirm,0,2,73.8,26.2,0.9955470939874649
confirm,0,3,73.4,26.6,0.9833018559217453
confirm,0,4,72.2,27.8,0.9480658544301986
confirm,0,5,73.8,26.2,0.9599782354831695
confirm,0,6,73.8,26.2,0.9600770270824432
confirm,0,7,73.8,26.2,0.9666587188243866
confirm,0,8,73.6,26.4,0.9448227421045303
confirm,0,9,73.6,26.4,1.04535085606575
confirm,0,10,72.6,27.4,0.9510246051549911
confirm,0,11,72.4,27.6,0.9381426006555558
confirm,1,0,73.8,26.2,1.013185037255287
confirm,1,1,73.2,26.8,0.9744734658002854
confirm,1,2,73.0,27.0,0.9620820380449295
confirm,1,3,73.4,26.6,0.9598763213157654
confirm,1,4,74.6,25.4,1.002166143298149
confirm,1,5,73.2,26.8,0.9648485387563706
confirm,1,6,73.2,26.8,0.9722544020414352
confirm,1,7,72.4,27.6,0.9006458923816681
confirm,1,8,73.4,26.6,0.9708609886169434
confirm,1,9,73.4,26.6,0.9752174673080445
confirm,1,10,73.6,26.4,0.9772397302389145
confirm,1,11,72.6,27.4,0.919396639585495
confirm,2,0,73.8,26.2,0.9562011096477508
confirm,2,1,74.4,25.6,0.9969969716072082
confirm,2,2,73.2,26.8,0.9380821964740753
confirm,2,3,73.2,26.8,0.9772418782711029
confirm,2,4,72.8,27.2,0.9169766476154327
confirm,2,5,72.4,27.6,0.9144470440149307
confirm,2,6,73.2,26.8,0.9775399450063705
confirm,2,7,71.6,28.4,0.8684693621397018
confirm,2,8,72.2,27.8,0.9197647219896317
confirm,2,9,74.0,26.0,1.017372069478035
confirm,2,10,73.2,26.8,0.9527800161838531
confirm,2,11,71.6,28.4,0.8799251973628998
confirm,3,0,73.0,27.0,0.9466800947189331
confirm,3,1,73.6,26.4,0.9831773285865784
confirm,3,2,73.4,26.6,0.9248270423412323
confirm,3,3,72.6,27.4,0.9828262324333191
confirm,3,4,73.4,26.6,0.9695044831037521
confirm,3,5,73.0,27.0,0.9913428084850311
confirm,3,6,72.8,27.2,0.9337707082033158
confirm,3,7,73.2,26.8,0.9385737570524215
confirm,3,8,72.4,27.6,0.9254717870950698
confirm,3,9,73.8,26.2,0.9900729435682297
confirm,3,10,73.2,26.8,0.9841112192869187
confirm,3,11,72.0,28.0,0.8623332040309906
confirm,4,0,71.0,29.0,0.8042420992851257
confirm,4,1,71.4,28.6,0.8759279423952102
confirm,4,2,73.2,26.8,0.9286487114429474
confirm,4,3,71.6,28.4,0.9144375448226929
confirm,4,4,72.6,27.4,0.9139112728834152
confirm,4,5,73.4,26.6,0.9802063113451004
confirm,4,6,74.2,25.8,1.0334742596149444
confirm,4,7,73.6,26.4,0.9297266401052475
confirm,4,8,73.2,26.8,0.9600889892578125
confirm,4,9,71.2,28.8,0.8533216012716294
confirm,4,10,73.6,26.4,1.0038712924718858
confirm,4,11,73.2,26.8,0.9549714382886887
confirm,5,0,72.8,27.2,0.9115565792322159
confirm,5,1,74.0,26.0,0.9987643443346024
confirm,5,2,73.6,26.4,0.9575034942626953
confirm,5,3,73.0,27.0,0.9206942938566208
confirm,5,4,73.6,26.4,0.9817618033885955
confirm,5,5,72.4,27.6,0.8963002951145173
confirm,5,6,73.0,27.0,0.9650094854831696
confirm,5,7,73.4,26.6,0.9556397225856781
confirm,5,8,74.8,25.2,1.015839997291565
confirm,5,9,72.8,27.2,0.9513685122728348
confirm,5,10,74.4,25.6,1.0270296429395676
confirm,5,11,72.0,28.0,0.8853617539405823
confirm,6,0,73.4,26.6,0.9584077680110932
confirm,6,1,74.6,25.4,1.0203614313602447
confirm,6,2,74.0,26.0,1.0113629071712493
confirm,6,3,71.8,28.2,0.8875663582086563
confirm,6,4,72.0,28.0,0.8983674037456513
confirm,6,5,73.2,26.8,0.909563512802124
confirm,6,6,73.8,26.2,0.9909581818580627
confirm,6,7,73.6,26.4,0.9623251544237137
confirm,6,8,74.0,26.0,1.0231444432735444
confirm,6,9,74.0,26.0,0.9500266321897507
confirm,6,10,72.2,27.8,0.8882057985067368
confirm,6,11,73.8,26.2,0.9584818172454834
confirm,7,0,73.6,26.4,0.9793147779703141
confirm,7,1,73.4,26.6,0.9376690911054611
confirm,7,2,74.2,25.8,0.9731934561729431
confirm,7,3,74.2,25.8,0.9998480604887009
confirm,7,4,73.0,27.0,0.9102078557014466
confirm,7,5,72.6,27.4,0.9161466081142425
confirm,7,6,74.4,25.6,0.9898737725019455
confirm,7,7,72.8,27.2,0.9660388915538788
confirm,7,8,73.6,26.4,0.984265151143074
confirm,7,9,73.6,26.4,0.9728572360277176
confirm,7,10,73.2,26.8,0.9822902793884277
confirm,7,11,72.0,28.0,0.8832324452400208
confirm,8,0,72.2,27.8,0.9057853254079818
confirm,8,1,72.6,27.4,0.9717609133720398
confirm,8,2,72.4,27.6,0.9109801820516586
confirm,8,3,71.4,28.6,0.8669733058214187
confirm,8,4,74.0,26.0,0.9647989109754562
confirm,8,5,74.0,26.0,1.0143757984638213
confirm,8,6,74.2,25.8,0.9607182730436326
confirm,8,7,73.4,26.6,0.9976377745866776
confirm,8,8,73.2,26.8,0.9508862999677659
confirm,8,9,72.4,27.6,0.9261232467889786
confirm,8,10,74.4,25.6,1.0493774880170823
confirm,8,11,73.2,26.8,0.8898023872375488
confirm,9,0,73.6,26.4,0.9815177960395813
confirm,9,1,73.6,26.4,1.0094340294599533
confirm,9,2,73.2,26.8,0.9993255743980408
confirm,9,3,72.4,27.6,0.9396124721765519
confirm,9,4,73.4,26.6,0.9836916553974152
confirm,9,5,73.4,26.6,0.9523909953832627
confirm,9,6,73.4,26.6,1.02364459502697
confirm,9,7,73.4,26.6,0.9779521961212159
confirm,9,8,73.2,26.8,0.9543554508686065
confirm,9,9,74.0,26.0,0.9588153778314591
confirm,9,10,73.8,26.2,1.0368534843921662
confirm,9,11,73.2,26.8,0.9176383239030838
confirm,10,0,73.0,27.0,0.8940571031570435
confirm,10,1,71.8,28.2,0.9145798575878143
confirm,10,2,72.8,27.2,0.944845911026001
confirm,10,3,72.0,28.0,0.9041621981859207
confirm,10,4,74.2,25.8,0.9821627821922302
confirm,10,5,73.0,27.0,0.920480823636055
confirm,10,6,74.4,25.6,0.9735485244989395
confirm,10,7,72.6,27.4,0.9260663248300552
confirm,10,8,73.0,27.0,0.9297794351577758
confirm,10,9,72.2,27.8,0.9126111875772476
confirm,10,10,73.0,27.0,0.9633989003896714
confirm,10,11,72.6,27.4,0.9178137630224228
confirm,11,0,73.0,27.0,0.9344129164218903
confirm,11,1,72.6,27.4,0.9551738600730896
confirm,11,2,73.0,27.0,0.931142575263977
confirm,11,3,72.8,27.2,0.9420580285787582
confirm,11,4,72.6,27.4,0.9528799207210541
confirm,11,5,72.6,27.4,0.9355979924201965
confirm,11,6,73.4,26.6,0.953648006439209
confirm,11,7,73.2,26.8,0.9343531775474548
confirm,11,8,73.2,26.8,0.9464958056211471
confirm,11,9,73.2,26.8,0.9509146912097931
confirm,11,10,72.8,27.2,0.9434551881551743
confirm,11,11,73.4,26.6,0.9419774191379547
suppose,0,0,73.2,26.8,0.9970704420804978
