premise,layer,head,factual%,cf%,delta
define,4,9,98.4,1.6,4.987603928804398
define,4,10,98.4,1.6,5.0289537056684495
define,4,11,98.4,1.6,5.038285103440285
define,5,0,98.4,1.6,4.977157334089279
define,5,1,98.4,1.6,4.990710795640945
define,5,2,98.4,1.6,4.948102739691734
define,5,3,98.4,1.6,4.949313238501548
define,5,4,98.4,1.6,5.016255235910416
define,5,5,98.6,1.4,4.939350535869599
define,5,6,98.4,1.6,4.99449453663826
define,5,7,98.4,1.6,4.983680983781815
define,5,8,98.4,1.6,4.9585238032341
define,5,9,98.4,1.6,4.973550694823265
define,5,10,98.4,1.6,4.99317349088192
define,5,11,98.4,1.6,4.968747960090637
define,6,0,98.4,1.6,4.981949986577034
define,6,1,98.4,1.6,4.991151591658592
define,6,2,98.4,1.6,4.934396231532097
define,6,3,98.4,1.6,5.025853111028671
define,6,4,98.4,1.6,4.977504273533821
define,6,5,98.4,1.6,4.925780874252319
define,6,6,98.4,1.6,4.982572971105576
define,6,7,98.4,1.6,4.990275890231133
define,6,8,98.4,1.6,5.020622737526893
define,6,9,98.4,1.6,4.973202534794807
define,6,10,98.4,1.6,4.971426274418831
define,6,11,98.2,1.8,4.910509896397591
define,7,0,98.4,1.6,5.001391082406044
define,7,1,98.4,1.6,5.020922129392624
define,7,2,98.4,1.6,4.976195432186127
define,7,3,98.4,1.6,5.008524176359177
define,7,4,98.4,1.6,5.019789080023766
define,7,5,98.4,1.6,4.947417003273964
define,7,6,98.6,1.4,5.044617615103721
define,7,7,98.2,1.8,5.014022411227226
define,7,8,98.4,1.6,5.027821830511093
define,7,9,98.2,1.8,5.004926015496254
define,7,10,98.4,1.6,5.0357587751150135
define,7,11,98.4,1.6,4.932967842817306
define,8,0,98.4,1.6,4.984136666536331
define,8,1,98.4,1.6,5.011034107327461
define,8,2,98.4,1.6,4.999209435820579
define,8,3,98.4,1.6,4.973615781664848
define,8,4,98.4,1.6,4.952476651787758
define,8,5,98.4,1.6,4.977839046359062
define,8,6,98.4,1.6,4.965192012310028
define,8,7,98.4,1.6,5.005182207822799
define,8,8,98.4,1.6,4.970795253276825
define,8,9,98.4,1.6,5.001605142116547
define,8,10,98.4,1.6,4.94520208132267
define,8,11,98.4,1.6,4.997178183674812
define,9,0,98.4,1.6,4.985077836155892
define,9,1,98.2,1.8,4.9821273242235184
define,9,2,98.4,1.6,4.995052693009376
define,9,3,98.4,1.6,4.98288965022564
define,9,4,98.4,1.6,4.983140649437904
define,9,5,98.4,1.6,4.932255458593368
define,9,6,98.4,1.6,4.942680016994476
define,9,7,98.4,1.6,4.97968022441864
define,9,8,98.2,1.8,5.0095095132589345
define,9,9,98.4,1.6,4.980988606214523
define,9,10,98.4,1.6,5.038391678094864
define,9,11,98.2,1.8,4.973674887299538
define,10,0,98.4,1.6,4.937019484162331
define,10,1,98.4,1.6,4.945942973017693
define,10,2,98.4,1.6,4.959884287357331
define,10,3,98.4,1.6,4.951295916199684
define,10,4,98.4,1.6,4.927539374709129
define,10,5,98.4,1.6,4.916273930907249
define,10,6,98.4,1.6,4.941214700222015
define,10,7,98.4,1.6,4.929170856714249
define,10,8,98.2,1.8,4.9365234618186955
define,10,9,98.4,1.6,4.945914865851402
define,10,10,98.4,1.6,4.988471809267998
define,10,11,98.4,1.6,4.9417705610990525
define,11,0,98.4,1.6,4.964605887532234
define,11,1,98.4,1.6,4.97343901693821
define,11,2,98.4,1.6,4.942911089301109
define,11,3,98.4,1.6,4.970366341590881
define,11,4,98.4,1.6,4.956449936151505
define,11,5,98.4,1.6,4.963473070383072
define,11,6,98.4,1.6,4.984513254642486
define,11,7,98.4,1.6,4.867778002381325
define,11,8,98.2,1.8,4.970149209141732
define,11,9,98.4,1.6,4.947084018826485
define,11,10,98.4,1.6,4.96533239209652
define,11,11,98.4,1.6,4.950861880064011
verify,0,0,98.2,1.8,5.0622164258956905
verify,0,1,98.4,1.6,4.97101350903511
verify,0,2,98.2,1.8,5.00817806494236
verify,0,3,98.4,1.6,5.011402776360511
verify,0,4,98.2,1.8,5.033704963684082
verify,0,5,98.2,1.8,4.948474267363548
verify,0,6,98.4,1.6,4.950060984373093
verify,0,7,98.4,1.6,5.0086435185670855
verify,0,8,98.4,1.6,5.042917061567307
verify,0,9,98.4,1.6,5.0269904128313065
verify,0,10,98.4,1.6,5.057175881981849
verify,0,11,98.4,1.6,4.986943564414978
verify,1,0,98.4,1.6,4.9656146388053894
verify,1,1,98.4,1.6,4.973117180943489
verify,1,2,98.4,1.6,5.043854254245758
verify,1,3,98.4,1.6,5.00454497718811
verify,1,4,98.4,1.6,4.973290573596954
verify,1,5,98.4,1.6,5.04487996339798
verify,1,6,98.4,1.6,5.024625803470611
verify,1,7,98.4,1.6,4.977303264260292
verify,1,8,98.4,1.6,4.993929926872253
verify,1,9,98.4,1.6,5.042423449039459
verify,1,10,98.4,1.6,5.037117837429046
verify,1,11,98.4,1.6,5.008166436314583
verify,2,0,98.2,1.8,4.939240006089211
verify,2,1,98.4,1.6,4.994964081406593
verify,2,2,98.4,1.6,5.029244989871978
verify,2,3,98.4,1.6,4.956587885737419
verify,2,4,98.4,1.6,4.981390109419823
verify,2,5,98.4,1.6,5.006126286029816
verify,2,6,98.2,1.8,4.988416162967682
verify,2,7,98.4,1.6,4.940784147620201
verify,2,8,98.4,1.6,4.986370529890061
verify,2,9,98.4,1.6,5.01216010594368
verify,2,10,98.4,1.6,4.9933632296323776
verify,2,11,98.4,1.6,5.011491091251373
verify,3,0,98.4,1.6,4.9614755163192745
verify,3,1,98.4,1.6,4.951610219597817
verify,3,2,98.4,1.6,4.9634307688474655
verify,3,3,98.4,1.6,4.958937458276749
verify,3,4,98.4,1.6,4.977499573588371
verify,3,5,98.4,1.6,5.054157974720002
verify,3,6,98.4,1.6,5.045402130961418
verify,3,7,98.4,1.6,4.95042386341095
verify,3,8,98.4,1.6,4.956666337609291
verify,3,9,98.2,1.8,5.0412678014039995
verify,3,10,98.4,1.6,4.987818338751793
verify,3,11,98.4,1.6,5.015825216293335
verify,4,0,98.4,1.6,4.97291260445118
verify,4,1,98.4,1.6,4.983156444311142
verify,4,2,98.4,1.6,4.965202020168304
verify,4,3,98.4,1.6,4.9720769515037535
verify,4,4,98.4,1.6,4.987885176181793
verify,4,5,98.2,1.8,4.982005370378494
verify,4,6,98.4,1.6,5.014613300442695
verify,4,7,98.4,1.6,4.97388998401165
verify,4,8,98.4,1.6,4.954110617756844
verify,4,9,98.4,1.6,4.987603928804398
verify,4,10,98.4,1.6,5.0289537056684495
verify,4,11,98.4,1.6,5.038285103440285
verify,5,0,98.4,1.6,4.977157334089279
verify,5,1,98.4,1.6,4.990710795640945
verify,5,2,98.4,1.6,4.948102739691734
verify,5,3,98.4,1.6,4.949313238501548
verify,5,4,98.4,1.6,5.016255235910416
verify,5,5,98.6,1.4,4.939350535869599
verify,5,6,98.4,1.6,4.99449453663826
verify,5,7,98.4,1.6,4.983680983781815
verify,5,8,98.4,1.6,4.9585238032341
verify,5,9,98.4,1.6,4.973550694823265
verify,5,10,98.4,1.6,4.99317349088192
verify,5,11,98.4,1.6,4.968747960090637
verify,6,0,98.4,1.6,4.981949986577034
verify,6,1,98.4,1.6,4.991151591658592
verify,6,2,98.4,1.6,4.934396231532097
verify,6,3,98.4,1.6,5.025853111028671
verify,6,4,98.4,1.6,4.977504273533821
verify,6,5,98.4,1.6,4.925780874252319
verify,6,6,98.4,1.6,4.982572971105576
verify,6,7,98.4,1.6,4.990275890231133
verify,6,8,98.4,1.6,5.020622737526893
verify,6,9,98.4,1.6,4.973202534794807
verify,6,10,98.4,1.6,4.971426274418831
verify,6,11,98.2,1.8,4.910509896397591
verify,7,0,98.4,1.6,5.001391082406044
verify,7,1,98.4,1.6,5.020922129392624
verify,7,2,98.4,1.6,4.976195432186127
verify,7,3,98.4,1.6,5.008524176359177
verify,7,4,98.4,1.6,5.019789080023766
verify,7,5,98.4,1.6,4.947417003273964
verify,7,6,98.6,1.4,5.044617615103721
verify,7,7,98.2,1.8,5.014022411227226
verify,7,8,98.4,1.6,5.027821830511093
verify,7,9,98.2,1.8,5.004926015496254
verify,7,10,98.4,1.6,5.0357587751150135
verify,7,11,98.4,1.6,4.932967842817306
verify,8,0,98.4,1.6,4.984136666536331
verify,8,1,98.4,1.6,5.011034107327461
verify,8,2,98.4,1.6,4.999209435820579
verify,8,3,98.4,1.6,4.973615781664848
verify,8,4,98.4,1.6,4.952476651787758
verify,8,5,98.4,1.6,4.977839046359062
verify,8,6,98.4,1.6,4.965192012310028
verify,8,7,98.4,1.6,5.005182207822799
verify,8,8,98.4,1.6,4.970795253276825
verify,8,9,98.4,1.6,5.001605142116547
verify,8,10,98.4,1.6,4.94520208132267
verify,8,11,98.4,1.6,4.997178183674812
verify,9,0,98.4,1.6,4.985077836155892
verify,9,1,98.2,1.8,4.9821273242235184
verify,9,2,98.4,1.6,4.995052693009376
verify,9,3,98.4,1.6,4.98288965022564
verify,9,4,98.4,1.6,4.983140649437904
verify,9,5,98.4,1.6,4.932255458593368
verify,9,6,98.4,1.6,4.942680016994476
verify,9,7,98.4,1.6,4.97968022441864
verify,9,8,98.2,1.8,5.0095095132589345
verify,9,9,98.4,1.6,4.980988606214523
verify,9,10,98.4,1.6,5.038391678094864
verify,9,11,98.2,1.8,4.973674887299538
verify,10,0,98.4,1.6,4.937019484162331
verify,10,1,98.4,1.6,4.945942973017693
verify,10,2,98.4,1.6,4.959884287357331
verify,10,3,98.4,1.6,4.951295916199684
verify,10,4,98.4,1.6,4.927539374709129
verify,10,5,98.4,1.6,4.916273930907249
verify,10,6,98.4,1.6,4.941214700222015
verify,10,7,98.4,1.6,4.929170856714249
verify,10,8,98.2,1.8,4.9365234618186955
verify,10,9,98.4,1.6,4.945914865851402
verify,10,10,98.4,1.6,4.988471809267998
verify,10,11,98.4,1.6,4.9417705610990525
verify,11,0,98.4,1.6,4.964605887532234
verify,11,1,98.4,1.6,4.97343901693821
verify,11,2,98.4,1.6,4.942911089301109
verify,11,3,98.4,1.6,4.970366341590881
verify,11,4,98.4,1.6,4.956449936151505
verify,11,5,98.4,1.6,4.963473070383072
verify,11,6,98.4,1.6,4.984513254642486
verify,11,7,98.4,1.6,4.867778002381325
verify,11,8,98.2,1.8,4.970149209141732
verify,11,9,98.4,1.6,4.947084018826485
verify,11,10,98.4,1.6,4.96533239209652
verify,11,11,98.4,1.6,4.950861880064011
confirm,0,0,98.2,1.8,5.0622164258956905
confirm,0,1,98.4,1.6,4.97101350903511
confirm,0,2,98.2,1.8,5.00817806494236
confirm,0,3,98.4,1.6,5.011402776360511
confirm,0,4,98.2,1.8,5.033704963684082
confirm,0,5,98.2,1.8,4.948474267363548
confirm,0,6,98.4,1.6,4.950060984373093
confirm,0,7,98.4,1.6,5.0086435185670855
confirm,0,8,98.4,1.6,5.042917061567307
confirm,0,9,98.4,1.6,5.0269904128313065
confirm,0,10,98.4,1.6,5.057175881981849
confirm,0,11,98.4,1.6,4.986943564414978
confirm,1,0,98.4,1.6,4.9656146388053894
confirm,1,1,98.4,1.6,4.973117180943489
confirm,1,2,98.4,1.6,5.043854254245758
confirm,1,3,98.4,1.6,5.00454497718811
confirm,1,4,98.4,1.6,4.973290573596954
confirm,1,5,98.4,1.6,5.04487996339798
confirm,1,6,98.4,1.6,5.024625803470611
confirm,1,7,98.4,1.6,4.977303264260292
confirm,1,8,98.4,1.6,4.993929926872253
confirm,1,9,98.4,1.6,5.042423449039459
confirm,1,10,98.4,1.6,5.037117837429046
confirm,1,11,98.4,1.6,5.008166436314583
confirm,2,0,98.2,1.8,4.939240006089211
confirm,2,1,98.4,1.6,4.994964081406593
confirm,2,2,98.4,1.6,5.029244989871978
confirm,2,3,98.4,1.6,4.956587885737419
confirm,2,4,98.4,1.6,4.981390109419823
confirm,2,5,98.4,1.6,5.006126286029816
confirm,2,6,98.2,1.8,4.988416162967682
confirm,2,7,98.4,1.6,4.940784147620201
confirm,2,8,98.4,1.6,4.986370529890061
confirm,2,9,98.4,1.6,5.01216010594368
confirm,2,10,98.4,1.6,4.9933632296323776
confirm,2,11,98.4,1.6,5.011491091251373
confirm,3,0,98.4,1.6,4.9614755163192745
confirm,3,1,98.4,1.6,4.951610219597817
confirm,3,2,98.4,1.6,4.9634307688474655
confirm,3,3,98.4,1.6,4.958937458276749
confirm,3,4,98.4,1.6,4.977499573588371
confirm,3,5,98.4,1.6,5.054157974720002
confirm,3,6,98.4,1.6,5.045402130961418
confirm,3,7,98.4,1.6,4.95042386341095
confirm,3,8,98.4,1.6,4.956666337609291
confirm,3,9,98.2,1.8,5.0412678014039995
confirm,3,10,98.4,1.6,4.987818338751793
confirm,3,11,98.4,1.6,5.015825216293335
confirm,4,0,98.4,1.6,4.97291260445118
confirm,4,1,98.4,1.6,4.983156444311142
confirm,4,2,98.4,1.6,4.965202020168304
confirm,4,3,98.4,1.6,4.9720769515037535
confirm,4,4,98.4,1.6,4.987885176181793
confirm,4,5,98.2,1.8,4.982005370378494
confirm,4,6,98.4,1.6,5.014613300442695
confirm,4,7,98.4,1.6,4.97388998401165
confirm,4,8,98.4,1.6,4.954110617756844
confirm,4,9,98.4,1.6,4.987603928804398
confirm,4,10,98.4,1.6,5.0289537056684495
confirm,4,11,98.4,1.6,5.038285103440285
confirm,5,0,98.4,1.6,4.977157334089279
confirm,5,1,98.4,1.6,4.990710795640945
confirm,5,2,98.4,1.6,4.948102739691734
confirm,5,3,98.4,1.6,4.949313238501548
confirm,5,4,98.4,1.6,5.016255235910416
confirm,5,5,98.6,1.4,4.939350535869599
confirm,5,6,98.4,1.6,4.99449453663826
confirm,5,7,98.4,1.6,4.983680983781815
confirm,5,8,98.4,1.6,4.9585238032341
confirm,5,9,98.4,1.6,4.973550694823265
confirm,5,10,98.4,1.6,4.99317349088192
confirm,5,11,98.4,1.6,4.968747960090637
confirm,6,0,98.4,1.6,4.981949986577034
confirm,6,1,98.4,1.6,4.991151591658592
confirm,6,2,98.4,1.6,4.934396231532097
confirm,6,3,98.4,1.6,5.025853111028671
confirm,6,4,98.4,1.6,4.977504273533821
confirm,6,5,98.4,1.6,4.925780874252319
confirm,6,6,98.4,1.6,4.982572971105576
confirm,6,7,98.4,1.6,4.990275890231133
confirm,6,8,98.4,1.6,5.020622737526893
confirm,6,9,98.4,1.6,4.973202534794807
confirm,6,10,98.4,1.6,4.971426274418831
confirm,6,11,98.2,1.8,4.910509896397591
confirm,7,0,98.4,1.6,5.001391082406044
confirm,7,1,98.4,1.6,5.020922129392624
confirm,7,2,98.4,1.6,4.976195432186127
confirm,7,3,98.4,1.6,5.008524176359177
confirm,7,4,98.4,1.6,5.019789080023766
confirm,7,5,98.4,1.6,4.947417003273964
confirm,7,6,98.6,1.4,5.044617615103721
confirm,7,7,98.2,1.8,5.014022411227226
confirm,7,8,98.4,1.6,5.027821830511093
confirm,7,9,98.2,1.8,5.004926015496254
confirm,7,10,98.4,1.6,5.0357587751150135
confirm,7,11,98.4,1.6,4.932967842817306
confirm,8,0,98.4,1.6,4.984136666536331
confirm,8,1,98.4,1.6,5.011034107327461
confirm,8,2,98.4,1.6,4.999209435820579
confirm,8,3,98.4,1.6,4.973615781664848
confirm,8,4,98.4,1.6,4.952476651787758
confirm,8,5,98.4,1.6,4.977839046359062
confirm,8,6,98.4,1.6,4.965192012310028
confirm,8,7,98.4,1.6,5.005182207822799
confirm,8,8,98.4,1.6,4.970795253276825
confirm,8,9,98.4,1.6,5.001605142116547
confirm,8,10,98.4,1.6,4.94520208132267
confirm,8,11,98.4,1.6,4.997178183674812
confirm,9,0,98.4,1.6,4.985077836155892
confirm,9,1,98.2,1.8,4.9821273242235184
confirm,9,2,98.4,1.6,4.995052693009376
confirm,9,3,98.4,1.6,4.98288965022564
confirm,9,4,98.4,1.6,4.983140649437904
confirm,9,5,98.4,1.6,4.932255458593368
confirm,9,6,98.4,1.6,4.942680016994476
confirm,9,7,98.4,1.6,4.97968022441864
confirm,9,8,98.2,1.8,5.0095095132589345
confirm,9,9,98.4,1.6,4.980988606214523
confirm,9,10,98.4,1.6,5.038391678094864
confirm,9,11,98.2,1.8,4.973674887299538
confirm,10,0,98.4,1.6,4.937019484162331
confirm,10,1,98.4,1.6,4.945942973017693
confirm,10,2,98.4,1.6,4.959884287357331
confirm,10,3,98.4,1.6,4.951295916199684
confirm,10,4,98.4,1.6,4.927539374709129
confirm,10,5,98.4,1.6,4.916273930907249
confirm,10,6,98.4,1.6,4.941214700222015
confirm,10,7,98.4,1.6,4.929170856714249
confirm,10,8,98.2,1.8,4.9365234618186955
confirm,10,9,98.4,1.6,4.945914865851402
confirm,10,10,98.4,1.6,4.988471809267998
confirm,10,11,98.4,1.6,4.9417705610990525
confirm,11,0,98.4,1.6,4.964605887532234
confirm,11,1,98.4,1.6,4.97343901693821
confirm,11,2,98.4,1.6,4.942911089301109
confirm,11,3,98.4,1.6,4.970366341590881
confirm,11,4,98.4,1.6,4.956449936151505
confirm,11,5,98.4,1.6,4.963473070383072
confirm,11,6,98.4,1.6,4.984513254642486
confirm,11,7,98.4,1.6,4.867778002381325
confirm,11,8,98.2,1.8,4.970149209141732
confirm,11,9,98.4,1.6,4.947084018826485
confirm,11,10,98.4,1.6,4.96533239209652
confirm,11,11,98.4,1.6,4.950861880064011
suppose,0,0,98.2,1.8,5.0622164258956905
suppose,0,1,98.4,1.6,4.97101350903511
suppose,0,2,98.2,1.8,5.00817806494236
suppose,0,3,98.4,1.6,5.011402776360511
suppose,0,4,98.2,1.8,5.033704963684082
suppose,0,5,98.2,1.8,4.948474267363548
suppose,0,6,98.4,1.6,4.950060984373093
suppose,0,7,98.4,1.6,5.0086435185670855
suppose,0,8,98.4,1.6,5.042917061567307
suppose,0,9,98.4,1.6,5.0269904128313065
suppose,0,10,98.4,1.6,5.057175881981849
suppose,0,11,98.4,1.6,4.986943564414978
suppose,1,0,98.4,1.6,4.9656146388053894
suppose,1,1,98.4,1.6,4.973117180943489
suppose,1,2,98.4,1.6,5.043854254245758
suppose,1,3,98.4,1.6,5.00454497718811
suppose,1,4,98.4,1.6,4.973290573596954
suppose,1,5,98.4,1.6,5.04487996339798
suppose,1,6,98.4,1.6,5.024625803470611
suppose,1,7,98.4,1.6,4.977303264260292
suppose,1,8,98.4,1.6,4.993929926872253
